feedback,sentiment,category
"Honestly, the page becomes blank after clicking the button Can you fix this?",negative,bug
"Today, the application is lagging badly Can you fix this?",negative,performance
"Today, the new interface looks clean I need assistance.",negative,ui
The navigation is difficult to understand,positive,ui
"Honestly, pages are loading slowly Can you fix this?",neutral,performance
I noticed that the application crashes when I open my profile I need assistance.,negative,bug
"Recently, the application freezes frequently I need assistance.",negative,performance
"For some reason, it would be useful to have a wishlist This happens repeatedly.",neutral,feature_request
"Honestly, the app shows an error after checkout",negative,bug
"Recently, i found a bug in the checkout process Please look into it.",negative,bug
"Unfortunately, the OTP is not arriving during login This happens repeatedly.",negative,login
Money was deducted but the payment failed Can you fix this?,neutral,payment
"Unfortunately, please add dark mode to the application Can you fix this?",neutral,feature_request
I noticed that the search results are incorrect I need assistance.,negative,bug
"For some reason, my payment is stuck This happens repeatedly.",neutral,payment
"Today, can you add fingerprint login",neutral,feature_request
I noticed that the interface needs improvement This happens repeatedly.,negative,ui
"Recently, my account login keeps failing This is frustrating.",negative,login
I forgot my password and cannot sign in,negative,login
"Today, the dashboard looks great I need assistance.",neutral,ui
"Recently, the page becomes blank after clicking the button This is frustrating.",negative,bug
"Recently, nobody from customer support has contacted me This happens repeatedly.",negative,support
I am having trouble because i have not received a response from support This happens repeatedly.,positive,support
"Honestly, support took too long to respond This happens repeatedly.",negative,support
I noticed that pages are loading slowly I need assistance.,negative,performance
I noticed that the transaction was declined Please help.,negative,payment
"Recently, the application is very slow Please look into it.",negative,performance
"For some reason, the customer care representative was helpful This happens repeatedly.",negative,support
"Unfortunately, the password reset link is not working I need assistance.",neutral,login
"Recently, the search results are incorrect I need assistance.",negative,bug
The dashboard looks great,neutral,ui
"For some reason, i would like an option to download invoices Please help.",neutral,feature_request
The support team solved my issue quickly I need assistance.,positive,support
"Unfortunately, my payment is stuck Please help.",negative,payment
"Honestly, my account login keeps failing This is frustrating.",negative,login
"For some reason, the text on the screen is too small",positive,ui
"Unfortunately, the app crashes whenever I upload a file Can you fix this?",negative,bug
"For some reason, the design is simple and user friendly This is frustrating.",positive,ui
"Recently, the app crashes whenever I upload a file Please help.",negative,bug
I am having trouble because the app shows an error after checkout This is frustrating.,negative,bug
"Honestly, pages are loading slowly Please look into it.",neutral,performance
"Unfortunately, my payment is stuck This happens repeatedly.",negative,payment
"Unfortunately, it would be useful to have a wishlist This happens repeatedly.",neutral,feature_request
I noticed that the OTP is not arriving during login,negative,login
It would be useful to have a wishlist This is frustrating.,neutral,feature_request
I am having trouble because i cannot verify my account This happens repeatedly.,negative,login
"Today, customer service was very helpful I need assistance.",negative,support
I noticed that the buttons are difficult to find Please help.,positive,ui
"Honestly, the app logs me out whenever I try to sign in This is frustrating.",negative,login
I am having trouble because the application crashes when I open my profile I need assistance.,negative,bug
I noticed that i have not received a response from support I need assistance.,positive,support
I noticed that the application freezes frequently Can you fix this?,neutral,performance
"Unfortunately, money was deducted but the payment failed Please look into it.",negative,payment
I noticed that i am unable to pay for my order This happens repeatedly.,negative,payment
"Recently, the application interface is easy to use Can you fix this?",positive,ui
"Unfortunately, the payment page shows an error This happens repeatedly.",negative,payment
"Recently, the page becomes blank after clicking the button I need assistance.",negative,bug
"For some reason, the application is lagging badly I need assistance.",negative,performance
"Recently, the order status is displaying incorrectly This is frustrating.",negative,bug
"Unfortunately, the OTP is not arriving during login",negative,login
"Recently, the customer care representative was helpful Please help.",negative,support
"Recently, something is broken in the application",negative,bug
I noticed that please add notifications for price changes This is frustrating.,positive,feature_request
"For some reason, the app becomes slow during checkout Please help.",negative,performance
"Unfortunately, the support team solved my issue quickly This is frustrating.",negative,support
"Recently, please add a filter for previous orders",positive,feature_request
"Recently, the support staff were polite and professional Please help.",positive,support
"For some reason, i forgot my password and cannot sign in Please look into it.",negative,login
The application is very slow Can you fix this?,negative,performance
"Recently, i would like to schedule deliveries",neutral,feature_request
"Unfortunately, i cannot complete the payment Please look into it.",negative,payment
"Unfortunately, i cannot login to my account Please help.",negative,login
"Recently, the support team did not resolve my problem This happens repeatedly.",neutral,support
"For some reason, something is broken in the application Please help.",negative,bug
I am having trouble because i am unable to pay for my order This is frustrating.,neutral,payment
I noticed that the order status is displaying incorrectly Please look into it.,negative,bug
My payment is stuck This is frustrating.,negative,payment
It takes forever to open the dashboard Can you fix this?,negative,performance
"Unfortunately, the menu layout is confusing I need assistance.",negative,ui
"Today, please add a filter for previous orders This happens repeatedly.",positive,feature_request
"Today, the payment page shows an error This is frustrating.",negative,payment
"For some reason, the support experience was disappointing",positive,support
"For some reason, the password reset link is not working This happens repeatedly.",negative,login
"Recently, can you add fingerprint login Can you fix this?",neutral,feature_request
I noticed that the card payment keeps failing This is frustrating.,negative,payment
I noticed that the support team did not resolve my problem,neutral,support
"Unfortunately, the navigation is difficult to understand Please look into it.",negative,ui
I noticed that the password reset link is not working Can you fix this?,negative,login
Please add dark mode to the application I need assistance.,neutral,feature_request
"For some reason, please add more payment methods This is frustrating.",positive,feature_request
I am having trouble because the notification is showing the wrong information This is frustrating.,negative,bug
I noticed that the app crashes whenever I upload a file I need assistance.,neutral,bug
"Recently, i forgot my password and cannot sign in Please look into it.",negative,login
"Unfortunately, pages are loading slowly Please help.",negative,performance
I noticed that the card payment keeps failing This is frustrating.,negative,payment
"Unfortunately, please add notifications for price changes I need assistance.",neutral,feature_request
"Today, the support experience was disappointing Please help.",negative,support
I noticed that the new interface looks clean This is frustrating.,neutral,ui
I am having trouble because please provide an option to change the language Please help.,positive,feature_request
The OTP is not arriving during login This is frustrating.,negative,login
I am having trouble because the transaction was declined Please help.,neutral,payment
Every screen takes a long time to open Please look into it.,negative,performance
"Today, can you add fingerprint login Please help.",neutral,feature_request
"Honestly, my account login keeps failing This is frustrating.",negative,login
"Honestly, every screen takes a long time to open I need assistance.",negative,performance
Something is broken in the application Please look into it.,negative,bug
I noticed that i am unable to pay for my order This happens repeatedly.,negative,payment
I noticed that the application is very slow Can you fix this?,negative,performance
I am having trouble because the application interface is easy to use This happens repeatedly.,negative,ui
I would like to schedule deliveries This is frustrating.,neutral,feature_request
I noticed that i have not received a response from support Please look into it.,neutral,support
"Recently, i would like an option to download invoices This is frustrating.",neutral,feature_request
The page becomes blank after clicking the button This happens repeatedly.,negative,bug
I am having trouble because please add a filter for previous orders I need assistance.,neutral,feature_request
I noticed that i would like to schedule deliveries,positive,feature_request
"For some reason, the login page is not working This happens repeatedly.",negative,login
"Recently, it would be great to have a dark theme Please help.",neutral,feature_request
I would like to schedule deliveries Can you fix this?,neutral,feature_request
"Today, the application closes unexpectedly Please look into it.",neutral,bug
"For some reason, the support experience was disappointing This happens repeatedly.",positive,support
"Honestly, it would be useful to have a wishlist Can you fix this?",neutral,feature_request
"Today, please add notifications for price changes This is frustrating.",positive,feature_request
I am having trouble because money was deducted but the payment failed This happens repeatedly.,negative,payment
"Honestly, i cannot verify my account Can you fix this?",negative,login
"Recently, i was charged but the order was not placed Please help.",neutral,payment
"Unfortunately, please provide an option to change the language This is frustrating.",neutral,feature_request
"Honestly, the app shows an error after checkout Please look into it.",neutral,bug
I would like an option to download invoices Can you fix this?,neutral,feature_request
"Recently, it would be useful to have a wishlist Please help.",neutral,feature_request
"Recently, the application interface is easy to use Please look into it.",neutral,ui
"Recently, the app crashes whenever I upload a file This happens repeatedly.",negative,bug
I noticed that customer service was very helpful This happens repeatedly.,negative,support
"Recently, the login page is not working Can you fix this?",negative,login
I noticed that my payment failed while placing the order Can you fix this?,negative,payment
"Recently, the support staff were polite and professional This happens repeatedly.",positive,support
The buttons are difficult to find Can you fix this?,positive,ui
"Unfortunately, i would like an option to download invoices Please help.",neutral,feature_request
"Unfortunately, the text on the screen is too small This happens repeatedly.",negative,ui
"Today, the support team did not resolve my problem",negative,support
"Today, the order status is displaying incorrectly Can you fix this?",negative,bug
I am having trouble because the app takes too long to load,negative,performance
I am having trouble because the application crashes when I open my profile This happens repeatedly.,negative,bug
"Recently, the support experience was disappointing Please help.",positive,support
I noticed that my payment is stuck This is frustrating.,negative,payment
"Today, my account login keeps failing",negative,login
"Unfortunately, please add notifications for price changes Can you fix this?",neutral,feature_request
The navigation is difficult to understand Can you fix this?,neutral,ui
I noticed that i am unable to pay for my order I need assistance.,negative,payment
"Today, the application interface is easy to use Please help.",positive,ui
"Recently, my payment failed while placing the order I need assistance.",negative,payment
I am having trouble because support took too long to respond I need assistance.,negative,support
"Recently, login takes me back to the sign in page I need assistance.",negative,login
I noticed that the interface needs improvement This happens repeatedly.,negative,ui
"Unfortunately, the customer care representative was helpful",negative,support
I am having trouble because the website response time is very poor This is frustrating.,negative,performance
"Unfortunately, it takes forever to open the dashboard I need assistance.",negative,performance
I am having trouble because the login page is not working I need assistance.,negative,login
"Unfortunately, support took too long to respond Please look into it.",neutral,support
"Unfortunately, the application is very slow I need assistance.",negative,performance
"Recently, the text on the screen is too small This is frustrating.",negative,ui
Support took too long to respond Please help.,positive,support
I was charged but the order was not placed Please help.,negative,payment
"Today, my payment failed while placing the order This is frustrating.",negative,payment
"Honestly, support took too long to respond Can you fix this?",positive,support
"For some reason, every screen takes a long time to open",negative,performance
"Today, i would like an option to download invoices This is frustrating.",neutral,feature_request
"Recently, please add notifications for price changes Can you fix this?",positive,feature_request
"Honestly, the login page is not working This happens repeatedly.",negative,login
"For some reason, the navigation is difficult to understand This happens repeatedly.",neutral,ui
"Recently, my payment is stuck I need assistance.",negative,payment
I am having trouble because the app becomes slow during checkout I need assistance.,neutral,performance
"Honestly, the app takes too long to load Please look into it.",negative,performance
"Today, the support experience was disappointing This happens repeatedly.",positive,support
"Honestly, the support team did not resolve my problem I need assistance.",negative,support
"Recently, every screen takes a long time to open I need assistance.",negative,performance
"Today, the payment page shows an error I need assistance.",negative,payment
"Honestly, pages are loading slowly This is frustrating.",negative,performance
I am having trouble because the navigation is difficult to understand Please look into it.,neutral,ui
"Recently, the website is extremely slow today This happens repeatedly.",negative,performance
"Today, the transaction was declined This is frustrating.",negative,payment
I am having trouble because customer service was very helpful I need assistance.,positive,support
"Honestly, the order status is displaying incorrectly This happens repeatedly.",neutral,bug
I am having trouble because the app becomes slow during checkout Can you fix this?,negative,performance
"For some reason, i cannot login to my account This is frustrating.",negative,login
"Honestly, the application is very slow Can you fix this?",negative,performance
"For some reason, login takes me back to the sign in page This is frustrating.",negative,login
"For some reason, it would be great to have a dark theme I need assistance.",neutral,feature_request
The login page is not working,negative,login
"Today, the OTP is not arriving during login This is frustrating.",negative,login
"Unfortunately, the support experience was disappointing Please look into it.",negative,support
"Recently, the interface needs improvement",negative,ui
"Today, nobody from customer support has contacted me This happens repeatedly.",negative,support
"Unfortunately, can you add fingerprint login I need assistance.",neutral,feature_request
"Honestly, the customer care representative was helpful",negative,support
UPI payment is not going through This happens repeatedly.,negative,payment
"For some reason, please provide an option to change the language",neutral,feature_request
I am having trouble because the login page is not working I need assistance.,neutral,login
"Today, the application is very slow Please help.",negative,performance
"Unfortunately, i cannot verify my account This happens repeatedly.",negative,login
I am having trouble because the dashboard looks great Can you fix this?,neutral,ui
The app crashes whenever I upload a file I need assistance.,negative,bug
I am having trouble because the order status is displaying incorrectly I need assistance.,neutral,bug
"Unfortunately, pages are loading slowly This happens repeatedly.",negative,performance
"Honestly, please provide an option to change the language Can you fix this?",neutral,feature_request
"Honestly, the website response time is very poor Please look into it.",negative,performance
"Honestly, the app logs me out whenever I try to sign in I need assistance.",negative,login
"Today, money was deducted but the payment failed Can you fix this?",neutral,payment
"Honestly, i cannot complete the payment This happens repeatedly.",negative,payment
I noticed that the app crashes whenever I upload a file Can you fix this?,negative,bug
I noticed that i have not received a response from support Can you fix this?,positive,support
I am having trouble because support took too long to respond This is frustrating.,neutral,support
I noticed that i am unable to pay for my order Can you fix this?,negative,payment
"Honestly, the buttons are difficult to find",positive,ui
"Honestly, the login page is not working Please help.",neutral,login
"Honestly, nobody from customer support has contacted me This happens repeatedly.",positive,support
"Unfortunately, the support team did not resolve my problem This is frustrating.",neutral,support
"Unfortunately, please add dark mode to the application",neutral,feature_request
"Unfortunately, login takes me back to the sign in page I need assistance.",neutral,login
I am having trouble because can you add fingerprint login This happens repeatedly.,neutral,feature_request
"Unfortunately, the support team did not resolve my problem Please help.",positive,support
I noticed that the website response time is very poor Please help.,negative,performance
"Recently, money was deducted but the payment failed Please look into it.",negative,payment
Please add more payment methods This happens repeatedly.,positive,feature_request
"For some reason, something is broken in the application I need assistance.",negative,bug
I noticed that nobody from customer support has contacted me Can you fix this?,negative,support
"Recently, the new interface looks clean Please look into it.",negative,ui
"Honestly, the application crashes when I open my profile I need assistance.",negative,bug
I noticed that the design is simple and user friendly Can you fix this?,positive,ui
"For some reason, the application crashes when I open my profile Please look into it.",negative,bug
"Unfortunately, i was charged but the order was not placed This is frustrating.",negative,payment
I am having trouble because i am unable to access my account Please look into it.,neutral,login
The new interface looks clean,negative,ui
"Today, i would like to schedule deliveries Please look into it.",neutral,feature_request
The support team solved my issue quickly This happens repeatedly.,positive,support
"Today, the support team solved my issue quickly",negative,support
"Recently, it takes forever to open the dashboard This is frustrating.",negative,performance
"Unfortunately, the text on the screen is too small This is frustrating.",positive,ui
I am having trouble because please provide an option to change the language Can you fix this?,positive,feature_request
"Recently, the support team solved my issue quickly Please look into it.",negative,support
The search results are incorrect Please help.,negative,bug
"For some reason, the design is simple and user friendly This happens repeatedly.",neutral,ui
"For some reason, the interface needs improvement",positive,ui
"Unfortunately, the password reset link is not working",negative,login
"For some reason, the application interface is easy to use This is frustrating.",negative,ui
"Today, i am unable to access my account Please look into it.",negative,login
"Today, i would like to schedule deliveries Please help.",neutral,feature_request
"Recently, can you add fingerprint login This is frustrating.",positive,feature_request
I noticed that the navigation is difficult to understand,neutral,ui
"For some reason, my payment failed while placing the order",negative,payment
"For some reason, pages are loading slowly This is frustrating.",negative,performance
"Honestly, the website is extremely slow today Can you fix this?",negative,performance
Please add more payment methods I need assistance.,neutral,feature_request
"Today, the card payment keeps failing Please look into it.",negative,payment
"Unfortunately, the transaction was declined",negative,payment
"Unfortunately, i am unable to pay for my order Can you fix this?",negative,payment
"Honestly, the app logs me out whenever I try to sign in I need assistance.",negative,login
I am having trouble because the app becomes slow during checkout Please look into it.,negative,performance
"Today, the support team solved my issue quickly This is frustrating.",negative,support
"Today, the dashboard looks great Please help.",positive,ui
"For some reason, the transaction was declined Please help.",negative,payment
My payment is stuck Please help.,negative,payment
The menu layout is confusing I need assistance.,positive,ui
The dashboard looks great This happens repeatedly.,positive,ui
"Unfortunately, i forgot my password and cannot sign in This is frustrating.",negative,login
The payment page shows an error Please look into it.,negative,payment
"For some reason, the menu layout is confusing Can you fix this?",positive,ui
I am having trouble because i would like to schedule deliveries I need assistance.,neutral,feature_request
The dashboard looks great,positive,ui
"Honestly, i was charged but the order was not placed Please help.",negative,payment
"Unfortunately, i cannot login to my account I need assistance.",negative,login
"For some reason, the app shows an error after checkout I need assistance.",negative,bug
"For some reason, i found a bug in the checkout process Can you fix this?",negative,bug
"Today, the application is very slow This is frustrating.",negative,performance
I noticed that the app logs me out whenever I try to sign in Please look into it.,negative,login
"Today, the app takes too long to load Can you fix this?",negative,performance
"For some reason, the support staff were polite and professional Please look into it.",negative,support
"Recently, please add notifications for price changes Please help.",neutral,feature_request
I noticed that the order status is displaying incorrectly,negative,bug
"For some reason, the support staff were polite and professional Can you fix this?",neutral,support
"Unfortunately, the notification is showing the wrong information I need assistance.",negative,bug
"Today, the search results are incorrect Please help.",negative,bug
"Unfortunately, the application interface is easy to use This is frustrating.",positive,ui
"Recently, the app becomes slow during checkout Can you fix this?",negative,performance
I noticed that it takes forever to open the dashboard Please help.,negative,performance
I am having trouble because money was deducted but the payment failed Please look into it.,neutral,payment
"For some reason, the OTP is not arriving during login",negative,login
"For some reason, the buttons are difficult to find Can you fix this?",positive,ui
I noticed that the website response time is very poor Please look into it.,neutral,performance
I noticed that i am unable to access my account This happens repeatedly.,negative,login
"Honestly, the notification is showing the wrong information",negative,bug
"For some reason, pages are loading slowly Please look into it.",negative,performance
I noticed that i cannot verify my account This is frustrating.,negative,login
"Honestly, please add notifications for price changes Please help.",positive,feature_request
I am having trouble because it takes forever to open the dashboard This is frustrating.,neutral,performance
Can you add fingerprint login,neutral,feature_request
I noticed that please provide an option to change the language Please help.,positive,feature_request
I am having trouble because the transaction was declined This happens repeatedly.,negative,payment
"Today, the support experience was disappointing Please look into it.",negative,support
"Honestly, i found a bug in the checkout process This happens repeatedly.",negative,bug
"Today, it takes forever to open the dashboard Can you fix this?",negative,performance
Please add notifications for price changes I need assistance.,neutral,feature_request
"For some reason, the search results are incorrect",negative,bug
"For some reason, my payment is stuck I need assistance.",negative,payment
"Unfortunately, it takes forever to open the dashboard This happens repeatedly.",neutral,performance
It would be useful to have a wishlist,neutral,feature_request
"Unfortunately, the app logs me out whenever I try to sign in Please look into it.",neutral,login
The page becomes blank after clicking the button,negative,bug
"Recently, the application crashes when I open my profile Please look into it.",negative,bug
"Honestly, the design is simple and user friendly I need assistance.",neutral,ui
"Unfortunately, i forgot my password and cannot sign in Please help.",negative,login
"Unfortunately, login takes me back to the sign in page Please look into it.",negative,login
"Unfortunately, the OTP is not arriving during login Can you fix this?",neutral,login
"Today, the text on the screen is too small This happens repeatedly.",negative,ui
I noticed that uPI payment is not going through,negative,payment
Every screen takes a long time to open This happens repeatedly.,negative,performance
The notification is showing the wrong information I need assistance.,neutral,bug
I cannot login to my account Please look into it.,negative,login
Please add notifications for price changes This happens repeatedly.,positive,feature_request
"Today, the page becomes blank after clicking the button This happens repeatedly.",negative,bug
Pages are loading slowly I need assistance.,negative,performance
I noticed that login takes me back to the sign in page I need assistance.,neutral,login
"Today, the text on the screen is too small I need assistance.",negative,ui
"Today, the app crashes whenever I upload a file This happens repeatedly.",negative,bug
I am having trouble because the navigation is difficult to understand This happens repeatedly.,positive,ui
"Honestly, uPI payment is not going through I need assistance.",negative,payment
The website response time is very poor,negative,performance
My payment failed while placing the order Please help.,negative,payment
"Recently, the app logs me out whenever I try to sign in This is frustrating.",negative,login
I am having trouble because i would like to schedule deliveries Can you fix this?,neutral,feature_request
"Unfortunately, the support team solved my issue quickly Please look into it.",negative,support
"Honestly, the order status is displaying incorrectly This is frustrating.",neutral,bug
"Today, pages are loading slowly",negative,performance
"For some reason, the menu layout is confusing Please look into it.",negative,ui
I am having trouble because the support staff were polite and professional Please help.,positive,support
"Honestly, the application interface is easy to use I need assistance.",positive,ui
Please add a filter for previous orders Can you fix this?,neutral,feature_request
"Recently, the app takes too long to load Can you fix this?",negative,performance
Every screen takes a long time to open I need assistance.,negative,performance
The application closes unexpectedly This is frustrating.,negative,bug
I am having trouble because can you add fingerprint login This happens repeatedly.,neutral,feature_request
"Honestly, i am happy with the assistance I received This is frustrating.",negative,support
I noticed that the notification is showing the wrong information Please look into it.,negative,bug
"Recently, the app shows an error after checkout This happens repeatedly.",neutral,bug
"Unfortunately, pages are loading slowly",negative,performance
"Today, please add a filter for previous orders Can you fix this?",neutral,feature_request
I noticed that the dashboard looks great Please help.,positive,ui
"Honestly, the login page is not working This happens repeatedly.",neutral,login
"Today, the menu layout is confusing I need assistance.",negative,ui
Every screen takes a long time to open This is frustrating.,negative,performance
"Honestly, the application is lagging badly Please look into it.",negative,performance
"Unfortunately, the application is very slow This happens repeatedly.",negative,performance
"Recently, the search results are incorrect",negative,bug
"Today, i was charged but the order was not placed This is frustrating.",negative,payment
The app logs me out whenever I try to sign in Please help.,neutral,login
"Honestly, the OTP is not arriving during login This happens repeatedly.",negative,login
"Recently, the interface needs improvement This is frustrating.",neutral,ui
I noticed that the OTP is not arriving during login Can you fix this?,negative,login
I noticed that the website response time is very poor Please look into it.,negative,performance
"Today, the card payment keeps failing Please help.",neutral,payment
"Honestly, i am unable to access my account This happens repeatedly.",negative,login
I noticed that customer service was very helpful This happens repeatedly.,negative,support
"Recently, i am unable to access my account This happens repeatedly.",negative,login
"Unfortunately, the colors and layout make the app easy to use Please look into it.",positive,ui
I am having trouble because pages are loading slowly This is frustrating.,negative,performance
"Honestly, customer service was very helpful Please help.",positive,support
I noticed that the password reset link is not working Please look into it.,negative,login
"Unfortunately, the application is lagging badly Please look into it.",negative,performance
"Unfortunately, the colors and layout make the app easy to use",neutral,ui
Please provide an option to change the language Can you fix this?,neutral,feature_request
"For some reason, money was deducted but the payment failed",negative,payment
"Today, the application is very slow Can you fix this?",negative,performance
"Honestly, it takes forever to open the dashboard This happens repeatedly.",negative,performance
The page becomes blank after clicking the button I need assistance.,negative,bug
"Honestly, the application freezes frequently Please look into it.",negative,performance
I am having trouble because the application is lagging badly This happens repeatedly.,negative,performance
The customer care representative was helpful,negative,support
"Today, the app crashes whenever I upload a file I need assistance.",negative,bug
I noticed that the support experience was disappointing Can you fix this?,positive,support
"Honestly, the OTP is not arriving during login",negative,login
I noticed that the buttons are difficult to find Can you fix this?,positive,ui
The application is very slow,negative,performance
I noticed that the order status is displaying incorrectly,negative,bug
I am having trouble because i found a bug in the checkout process Please help.,negative,bug
"Recently, uPI payment is not going through I need assistance.",negative,payment
"Recently, the dashboard looks great I need assistance.",positive,ui
I noticed that i cannot login to my account Please look into it.,negative,login
"For some reason, support took too long to respond Please help.",negative,support
"Honestly, uPI payment is not going through",negative,payment
"Honestly, the app crashes whenever I upload a file Please help.",neutral,bug
I noticed that the app shows an error after checkout This is frustrating.,negative,bug
"Recently, it takes forever to open the dashboard I need assistance.",negative,performance
"Recently, my payment failed while placing the order This happens repeatedly.",negative,payment
"For some reason, the website response time is very poor Can you fix this?",negative,performance
"Recently, i cannot login to my account Can you fix this?",neutral,login
"Honestly, i cannot complete the payment",negative,payment
"For some reason, can you add fingerprint login",neutral,feature_request
"Honestly, every screen takes a long time to open Can you fix this?",negative,performance
"Today, i forgot my password and cannot sign in This happens repeatedly.",negative,login
I am having trouble because the page becomes blank after clicking the button Please look into it.,negative,bug
"Recently, the application is very slow This happens repeatedly.",negative,performance
I noticed that the customer care representative was helpful Can you fix this?,positive,support
"Recently, the application freezes frequently Please look into it.",negative,performance
"Today, money was deducted but the payment failed This happens repeatedly.",negative,payment
"Unfortunately, the application interface is easy to use I need assistance.",positive,ui
"Honestly, the text on the screen is too small Can you fix this?",negative,ui
I am having trouble because my account login keeps failing I need assistance.,negative,login
"Recently, i am happy with the assistance I received Please help.",negative,support
I am having trouble because i was charged but the order was not placed This happens repeatedly.,negative,payment
The colors and layout make the app easy to use I need assistance.,neutral,ui
"Honestly, the support experience was disappointing I need assistance.",neutral,support
"Honestly, the navigation is difficult to understand Please look into it.",negative,ui
"For some reason, the website is extremely slow today I need assistance.",negative,performance
"Unfortunately, i cannot verify my account This is frustrating.",negative,login
"For some reason, please add more payment methods",neutral,feature_request
"Recently, the application interface is easy to use This happens repeatedly.",positive,ui
"Unfortunately, money was deducted but the payment failed Please look into it.",negative,payment
"Recently, the interface needs improvement Can you fix this?",positive,ui
Something is broken in the application,negative,bug
"Recently, i would like an option to download invoices Can you fix this?",neutral,feature_request
Please add dark mode to the application,neutral,feature_request
"Unfortunately, can you add fingerprint login Please help.",positive,feature_request
"Honestly, nobody from customer support has contacted me Can you fix this?",positive,support
I am having trouble because the interface needs improvement This happens repeatedly.,neutral,ui
I noticed that the app takes too long to load Please help.,negative,performance
It would be great to have a dark theme Please look into it.,positive,feature_request
"Recently, the website response time is very poor Please look into it.",negative,performance
"Unfortunately, can you add fingerprint login",neutral,feature_request
"Recently, the app shows an error after checkout This happens repeatedly.",negative,bug
I noticed that the dashboard looks great Can you fix this?,negative,ui
"Honestly, the customer care representative was helpful Can you fix this?",positive,support
"For some reason, please add a filter for previous orders This happens repeatedly.",neutral,feature_request
"Recently, my payment is stuck This happens repeatedly.",neutral,payment
"Unfortunately, the buttons are difficult to find",neutral,ui
"For some reason, customer service was very helpful This happens repeatedly.",negative,support
"Recently, please provide an option to change the language I need assistance.",neutral,feature_request
The colors and layout make the app easy to use I need assistance.,negative,ui
"Today, the website response time is very poor Can you fix this?",neutral,performance
"Honestly, support took too long to respond This happens repeatedly.",positive,support
"Today, the interface needs improvement I need assistance.",positive,ui
I noticed that the app takes too long to load,negative,performance
The app crashes whenever I upload a file This is frustrating.,negative,bug
"Today, the website response time is very poor I need assistance.",negative,performance
"Honestly, the payment page shows an error This is frustrating.",negative,payment
I noticed that my payment is stuck,negative,payment
I noticed that the app crashes whenever I upload a file Please look into it.,negative,bug
"For some reason, the notification is showing the wrong information This is frustrating.",negative,bug
I noticed that it would be great to have a dark theme This happens repeatedly.,neutral,feature_request
"Honestly, something is broken in the application Can you fix this?",negative,bug
"Honestly, i cannot complete the payment This is frustrating.",negative,payment
"For some reason, the application crashes when I open my profile Please help.",negative,bug
I noticed that the text on the screen is too small Can you fix this?,negative,ui
"Recently, my payment is stuck Can you fix this?",negative,payment
"Recently, the search results are incorrect This is frustrating.",negative,bug
"Recently, the website is extremely slow today This happens repeatedly.",negative,performance
"Recently, i was charged but the order was not placed This happens repeatedly.",negative,payment
"Recently, the interface needs improvement Can you fix this?",negative,ui
I noticed that the colors and layout make the app easy to use This happens repeatedly.,positive,ui
"Honestly, i was charged but the order was not placed Can you fix this?",negative,payment
I noticed that the new interface looks clean This is frustrating.,negative,ui
"Honestly, the application is very slow I need assistance.",negative,performance
"Recently, the page becomes blank after clicking the button I need assistance.",negative,bug
"For some reason, i am unable to access my account This is frustrating.",negative,login
"Unfortunately, please add more payment methods",neutral,feature_request
"Honestly, customer service was very helpful Please help.",positive,support
UPI payment is not going through Can you fix this?,negative,payment
I am having trouble because please add notifications for price changes Please look into it.,positive,feature_request
"Honestly, can you add fingerprint login Please look into it.",positive,feature_request
"Today, please add dark mode to the application This happens repeatedly.",neutral,feature_request
"Today, my payment is stuck Can you fix this?",negative,payment
I am having trouble because i am happy with the assistance I received Please help.,negative,support
I noticed that the text on the screen is too small,positive,ui
I noticed that my account login keeps failing I need assistance.,negative,login
I noticed that something is broken in the application I need assistance.,negative,bug
"For some reason, the customer care representative was helpful I need assistance.",negative,support
"Unfortunately, please add a filter for previous orders This happens repeatedly.",neutral,feature_request
"Unfortunately, it takes forever to open the dashboard This happens repeatedly.",negative,performance
"Recently, the support experience was disappointing Please look into it.",negative,support
"For some reason, it takes forever to open the dashboard Please help.",negative,performance
UPI payment is not going through Can you fix this?,negative,payment
"Today, i would like an option to download invoices This happens repeatedly.",neutral,feature_request
I am having trouble because customer service was very helpful Please look into it.,negative,support
I am having trouble because i would like an option to download invoices This is frustrating.,neutral,feature_request
"Unfortunately, please add dark mode to the application This happens repeatedly.",positive,feature_request
I am having trouble because the password reset link is not working I need assistance.,negative,login
"Honestly, my payment is stuck This is frustrating.",negative,payment
"Honestly, the colors and layout make the app easy to use I need assistance.",negative,ui
"Today, the design is simple and user friendly",negative,ui
"Recently, the navigation is difficult to understand Please help.",positive,ui
"Honestly, my payment is stuck Can you fix this?",negative,payment
Please add more payment methods Please look into it.,neutral,feature_request
"Honestly, the support staff were polite and professional Can you fix this?",positive,support
"Today, the application closes unexpectedly I need assistance.",negative,bug
"Unfortunately, the card payment keeps failing This is frustrating.",neutral,payment
"Unfortunately, please provide an option to change the language I need assistance.",positive,feature_request
"Today, the customer care representative was helpful I need assistance.",negative,support
"Today, the interface needs improvement This happens repeatedly.",neutral,ui
"For some reason, i have not received a response from support Please look into it.",positive,support
"For some reason, customer service was very helpful Please help.",negative,support
The app logs me out whenever I try to sign in I need assistance.,neutral,login
"Recently, something is broken in the application Please help.",negative,bug
UPI payment is not going through Can you fix this?,neutral,payment
"Unfortunately, the support staff were polite and professional This is frustrating.",negative,support
"Recently, uPI payment is not going through This is frustrating.",negative,payment
"For some reason, the application is very slow Can you fix this?",negative,performance
