,CustomerID,Age,Gender,DeviceType,TrafficSource,PagesViewed,TimeOnSite,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,Purchase
2602,C02603,56,Male,Desktop,Social Media,3,6,5,6,39,1,1
2603,C02604,56,Female,Tablet,Search Engine,7,8,5,2,71,1,1
2604,C02605,52,Male,Desktop,Social Media,2,6,2,3,103,1,1
2605,C02606,18,Female,Tablet,Email,13,9,4,9,243,1,1
2606,C02607,41,Male,Desktop,Email,5,2,4,8,148,0,0
2607,C02608,53,Female,Mobile,Direct,2,7,4,9,35,0,1
2608,C02609,23,Female,Desktop,Social Media,7,5,3,0,293,1,0
2609,C02610,58,Male,Desktop,Email,10,1,0,4,96,1,0
2610,C02611,48,Male,Mobile,Direct,8,3,4,7,111,0,1
2611,C02612,37,Male,Tablet,Social Media,8,4,4,9,289,0,1
2612,C02613,41,Male,Tablet,Social Media,13,2,5,6,71,0,1
2613,C02614,42,Male,Mobile,Email,8,7,1,3,140,1,1
2614,C02615,53,Female,Desktop,Direct,10,1,1,6,69,0,0
2615,C02616,38,Male,Desktop,Direct,9,3,2,0,292,1,0
2616,C02617,47,Male,Desktop,Email,1,9,2,5,139,1,1
2617,C02618,41,Male,Tablet,Email,12,2,2,8,114,0,1
2618,C02619,59,Male,Desktop,Email,1,5,4,2,168,0,0
2619,C02620,47,Male,Tablet,Social Media,14,4,1,3,276,0,1
2620,C02621,39,Female,Desktop,Email,14,3,2,7,203,1,1
2621,C02622,45,Male,Mobile,Email,14,5,1,4,279,1,0
2622,C02623,24,Male,Mobile,Search Engine,10,6,4,4,169,0,0
2623,C02624,52,Male,Tablet,Email,2,1,5,0,224,1,0
2624,C02625,45,Female,Tablet,Email,11,2,4,5,191,0,1
2625,C02626,31,Female,Mobile,Social Media,6,1,2,1,241,1,0
2626,C02627,27,Male,Mobile,Direct,14,3,4,0,187,0,0
2627,C02628,33,Male,Desktop,Social Media,1,8,4,5,263,1,1
2628,C02629,33,Female,Mobile,Search Engine,5,8,1,4,237,0,0
2629,C02630,48,Female,Tablet,Email,5,4,0,4,75,1,0
2630,C02631,59,Female,Mobile,Email,4,6,3,8,82,1,1
2631,C02632,42,Male,Tablet,Email,11,9,2,9,122,1,1
2632,C02633,30,Male,Tablet,Email,5,7,0,9,186,0,1
2633,C02634,23,Female,Desktop,Email,12,2,5,2,26,1,0
2634,C02635,26,Male,Desktop,Email,1,2,2,0,161,1,0
2635,C02636,53,Female,Desktop,Search Engine,11,3,0,7,144,0,0
2636,C02637,37,Female,Desktop,Email,11,8,4,4,109,0,1
2637,C02638,35,Female,Mobile,Email,6,9,2,4,235,1,1
2638,C02639,38,Male,Desktop,Email,7,3,0,7,142,1,0
2639,C02640,21,Female,Mobile,Search Engine,8,9,3,7,205,0,0
2640,C02641,50,Female,Desktop,Email,2,8,4,1,172,1,1
2641,C02642,44,Male,Desktop,Search Engine,7,5,2,2,268,1,0
2642,C02643,24,Female,Tablet,Social Media,6,3,5,9,133,0,1
2643,C02644,23,Male,Mobile,Email,9,7,5,9,115,0,1
2644,C02645,32,Female,Tablet,Direct,8,9,2,0,217,0,0
2645,C02646,35,Male,Desktop,Search Engine,14,6,0,2,22,1,0
2646,C02647,49,Female,Mobile,Social Media,11,3,2,3,168,1,0
2647,C02648,28,Female,Desktop,Search Engine,14,5,4,6,130,0,1
2648,C02649,37,Female,Tablet,Search Engine,4,7,1,8,39,0,1
2649,C02650,41,Female,Mobile,Social Media,14,8,5,4,222,1,1
2650,C02651,32,Female,Tablet,Email,13,4,0,0,201,0,0
2651,C02652,24,Male,Desktop,Email,9,2,3,1,246,1,0
2652,C02653,38,Male,Desktop,Search Engine,1,2,2,9,95,0,0
2653,C02654,59,Female,Desktop,Social Media,11,3,4,1,242,0,0
2654,C02655,43,Female,Mobile,Email,6,8,2,8,55,1,1
2655,C02656,31,Female,Tablet,Search Engine,8,1,3,9,109,1,1
2656,C02657,54,Male,Tablet,Direct,11,7,4,6,48,0,1
2657,C02658,38,Male,Desktop,Social Media,11,6,3,1,195,1,0
2658,C02659,35,Female,Tablet,Direct,4,2,4,0,239,1,0
2659,C02660,22,Male,Mobile,Direct,2,9,1,4,155,0,0
2660,C02661,20,Female,Desktop,Search Engine,11,5,5,0,194,1,1
2661,C02662,40,Female,Desktop,Social Media,2,2,4,8,145,1,1
2662,C02663,43,Female,Desktop,Email,10,3,3,2,190,1,1
2663,C02664,54,Male,Mobile,Email,1,7,0,1,285,1,0
2664,C02665,41,Female,Desktop,Search Engine,5,7,5,5,153,0,1
2665,C02666,36,Female,Desktop,Email,13,1,1,2,291,0,0
2666,C02667,42,Female,Desktop,Email,6,4,2,4,45,0,0
2667,C02668,38,Male,Desktop,Direct,4,6,1,9,296,0,0
2668,C02669,29,Male,Tablet,Direct,4,8,1,7,119,0,1
2669,C02670,58,Male,Desktop,Social Media,5,3,2,9,49,1,1
2670,C02671,50,Female,Mobile,Direct,14,3,4,1,152,1,1
2671,C02672,21,Male,Desktop,Email,5,8,1,4,158,1,1
2672,C02673,59,Female,Desktop,Social Media,14,8,5,7,210,0,1
2673,C02674,24,Male,Tablet,Social Media,14,8,1,0,206,0,0
2674,C02675,39,Female,Desktop,Search Engine,14,1,0,9,159,0,1
2675,C02676,50,Male,Tablet,Direct,14,8,5,9,256,1,1
2676,C02677,34,Female,Mobile,Social Media,9,8,0,3,219,1,0
2677,C02678,41,Male,Tablet,Email,8,2,5,4,99,1,1
2678,C02679,51,Male,Desktop,Social Media,9,9,3,9,278,0,1
2679,C02680,45,Male,Mobile,Social Media,13,7,2,2,120,0,0
2680,C02681,58,Female,Desktop,Search Engine,14,8,5,1,51,1,1
2681,C02682,56,Male,Tablet,Email,3,2,5,2,296,1,0
2682,C02683,39,Male,Mobile,Email,14,4,4,4,140,1,1
2683,C02684,34,Male,Mobile,Direct,3,7,4,6,74,0,1
2684,C02685,51,Male,Tablet,Email,1,6,3,1,37,0,0
2685,C02686,23,Female,Tablet,Social Media,14,7,4,6,140,1,1
2686,C02687,23,Male,Mobile,Email,10,1,4,5,129,1,0
2687,C02688,51,Female,Mobile,Email,13,8,0,6,80,0,1
2688,C02689,18,Female,Tablet,Social Media,6,7,4,6,283,1,0
2689,C02690,27,Female,Desktop,Search Engine,4,4,4,8,287,1,1
2690,C02691,38,Female,Mobile,Direct,11,1,3,6,146,0,1
2691,C02692,22,Male,Tablet,Direct,14,8,3,5,156,1,1
2692,C02693,19,Female,Desktop,Search Engine,8,7,1,9,97,1,1
2693,C02694,39,Female,Mobile,Social Media,2,8,4,7,226,1,1
2694,C02695,19,Female,Mobile,Direct,11,1,4,6,203,0,0
2695,C02696,27,Female,Tablet,Search Engine,2,5,5,5,108,1,1
2696,C02697,51,Male,Desktop,Search Engine,7,9,4,3,248,1,1
2697,C02698,33,Male,Mobile,Search Engine,13,5,0,6,83,0,0
2698,C02699,56,Female,Desktop,Direct,5,3,5,7,74,1,1
2699,C02700,39,Female,Desktop,Direct,13,9,4,7,298,1,1
2700,C02701,29,Female,Mobile,Direct,1,9,0,3,207,0,1
2701,C02702,41,Male,Desktop,Direct,7,4,1,9,210,1,1
2702,C02703,57,Male,Mobile,Email,7,4,5,8,292,1,1
2703,C02704,55,Male,Desktop,Search Engine,10,8,2,2,114,1,0
2704,C02705,27,Male,Mobile,Email,6,7,4,8,109,0,1
2705,C02706,52,Male,Tablet,Search Engine,4,5,5,2,266,1,1
2706,C02707,49,Female,Mobile,Direct,12,6,3,6,94,0,1
2707,C02708,24,Male,Mobile,Direct,13,3,5,3,81,0,1
2708,C02709,38,Male,Mobile,Email,8,6,3,4,241,0,1
2709,C02710,37,Female,Desktop,Social Media,12,8,4,2,286,0,0
2710,C02711,43,Male,Tablet,Direct,11,9,0,1,140,0,0
2711,C02712,21,Male,Desktop,Social Media,2,3,3,7,47,0,1
2712,C02713,39,Male,Desktop,Search Engine,2,8,5,6,293,0,1
2713,C02714,32,Female,Mobile,Email,2,3,5,6,42,1,1
2714,C02715,57,Male,Desktop,Social Media,3,2,3,7,118,1,0
2715,C02716,38,Female,Mobile,Social Media,6,5,1,0,129,0,0
2716,C02717,32,Female,Tablet,Direct,1,4,1,7,222,1,1
2717,C02718,39,Male,Desktop,Social Media,11,5,1,9,125,1,1
2718,C02719,45,Male,Desktop,Social Media,2,6,3,4,65,1,1
2719,C02720,31,Male,Desktop,Search Engine,10,3,3,7,276,0,1
2720,C02721,44,Male,Mobile,Email,2,1,5,8,163,1,1
2721,C02722,58,Female,Mobile,Direct,14,4,4,1,44,0,1
2722,C02723,57,Male,Desktop,Direct,12,6,4,2,81,0,0
2723,C02724,45,Female,Desktop,Social Media,1,2,0,5,249,1,0
2724,C02725,43,Female,Tablet,Search Engine,3,2,3,8,101,0,0
2725,C02726,19,Female,Tablet,Social Media,10,1,4,9,230,0,1
2726,C02727,42,Female,Tablet,Social Media,7,9,4,9,216,0,1
2727,C02728,20,Female,Tablet,Direct,13,3,1,7,217,1,1
2728,C02729,25,Male,Tablet,Social Media,1,2,1,5,181,1,0
2729,C02730,50,Female,Mobile,Social Media,7,4,1,4,227,1,0
2730,C02731,59,Female,Tablet,Search Engine,5,6,2,2,63,0,0
2731,C02732,52,Male,Tablet,Direct,9,1,4,3,298,1,0
2732,C02733,23,Male,Desktop,Email,2,9,1,6,294,1,0
2733,C02734,56,Female,Mobile,Search Engine,1,9,1,6,240,1,1
2734,C02735,40,Female,Tablet,Search Engine,9,8,3,2,165,0,1
2735,C02736,42,Male,Tablet,Search Engine,8,6,5,3,88,0,1
2736,C02737,36,Female,Tablet,Direct,10,4,1,2,159,1,0
2737,C02738,22,Male,Desktop,Social Media,6,2,3,1,29,0,0
2738,C02739,28,Male,Desktop,Email,5,8,0,5,130,1,1
2739,C02740,29,Female,Desktop,Direct,8,7,1,6,56,1,0
2740,C02741,27,Male,Tablet,Social Media,8,4,5,3,100,0,1
2741,C02742,25,Female,Desktop,Search Engine,14,3,3,4,115,0,1
2742,C02743,41,Female,Tablet,Direct,5,6,5,7,74,0,1
2743,C02744,45,Female,Mobile,Social Media,12,1,1,8,151,0,1
2744,C02745,58,Male,Tablet,Email,7,2,0,6,242,0,0
2745,C02746,53,Female,Desktop,Email,13,7,1,9,82,0,1
2746,C02747,54,Male,Mobile,Social Media,13,3,3,0,31,1,0
2747,C02748,38,Female,Tablet,Direct,1,1,0,2,165,1,0
2748,C02749,25,Female,Mobile,Search Engine,4,2,0,4,283,0,0
2749,C02750,26,Male,Mobile,Social Media,2,9,0,2,51,0,0
2750,C02751,32,Female,Mobile,Search Engine,10,7,2,0,68,1,0
2751,C02752,57,Female,Tablet,Email,3,7,3,1,206,1,0
2752,C02753,35,Male,Desktop,Social Media,12,8,2,7,118,0,1
2753,C02754,59,Male,Tablet,Email,1,8,5,6,186,0,1
2754,C02755,37,Male,Desktop,Search Engine,11,9,0,9,232,1,1
2755,C02756,23,Female,Tablet,Search Engine,11,2,2,2,218,1,0
2756,C02757,29,Male,Tablet,Social Media,2,8,1,3,265,1,1
2757,C02758,19,Male,Tablet,Social Media,13,8,2,2,173,1,1
2758,C02759,24,Female,Desktop,Social Media,1,5,4,3,115,1,0
2759,C02760,33,Male,Tablet,Email,8,5,5,7,82,0,1
2760,C02761,20,Female,Mobile,Search Engine,4,4,0,8,213,1,1
2761,C02762,20,Female,Tablet,Search Engine,3,5,0,6,291,0,0
2762,C02763,44,Male,Mobile,Email,1,2,5,8,109,1,1
2763,C02764,57,Female,Desktop,Social Media,2,2,5,8,291,0,0
2764,C02765,55,Male,Desktop,Direct,3,5,3,6,104,1,0
2765,C02766,50,Male,Tablet,Social Media,3,3,1,6,55,0,0
2766,C02767,45,Male,Tablet,Direct,6,1,5,7,37,1,1
2767,C02768,18,Male,Tablet,Direct,10,9,5,9,96,0,1
2768,C02769,25,Female,Mobile,Email,8,2,3,2,68,1,1
2769,C02770,54,Female,Desktop,Search Engine,6,2,5,7,255,0,1
2770,C02771,49,Male,Mobile,Search Engine,2,4,2,0,63,0,0
2771,C02772,54,Male,Mobile,Search Engine,2,2,4,5,128,0,0
2772,C02773,21,Female,Tablet,Search Engine,14,7,4,1,148,0,1
2773,C02774,47,Male,Tablet,Email,7,1,4,6,26,1,0
2774,C02775,23,Female,Mobile,Direct,1,2,5,2,131,1,1
2775,C02776,36,Male,Mobile,Search Engine,1,5,4,9,232,0,1
2776,C02777,49,Female,Tablet,Direct,7,2,1,4,85,1,0
2777,C02778,26,Female,Tablet,Email,9,9,2,9,50,0,1
2778,C02779,29,Female,Mobile,Social Media,5,4,4,1,284,1,1
2779,C02780,28,Male,Tablet,Email,11,9,0,0,33,1,0
2780,C02781,33,Male,Tablet,Search Engine,1,1,5,4,77,0,0
2781,C02782,18,Male,Mobile,Social Media,5,1,2,8,261,1,0
2782,C02783,38,Male,Mobile,Email,11,1,1,8,267,0,0
2783,C02784,47,Male,Desktop,Email,1,4,4,6,117,1,1
2784,C02785,30,Female,Mobile,Direct,10,9,1,8,181,1,1
2785,C02786,51,Female,Tablet,Email,12,8,5,3,266,1,1
2786,C02787,21,Female,Mobile,Social Media,9,7,4,2,23,0,1
2787,C02788,45,Female,Mobile,Email,4,1,0,3,280,1,0
2788,C02789,55,Female,Mobile,Search Engine,9,3,2,6,64,0,0
2789,C02790,48,Female,Desktop,Direct,2,9,0,7,230,0,0
2790,C02791,44,Female,Desktop,Social Media,7,9,4,1,263,1,1
2791,C02792,22,Male,Tablet,Social Media,12,5,3,4,222,0,1
2792,C02793,42,Female,Desktop,Email,13,6,2,4,222,1,1
2793,C02794,20,Male,Mobile,Search Engine,2,6,1,8,46,0,0
2794,C02795,50,Female,Desktop,Direct,12,4,4,2,137,1,0
2795,C02796,21,Female,Mobile,Social Media,4,1,0,5,245,0,0
2796,C02797,42,Male,Desktop,Direct,6,5,5,9,224,0,1
2797,C02798,37,Female,Desktop,Email,14,1,3,4,266,0,0
2798,C02799,51,Male,Desktop,Search Engine,2,1,5,1,68,0,0
2799,C02800,43,Female,Mobile,Email,2,5,4,1,272,1,0
2800,C02801,22,Male,Desktop,Direct,2,5,1,3,97,1,0
2801,C02802,52,Female,Mobile,Email,3,7,0,3,276,0,0
2802,C02803,45,Male,Mobile,Direct,5,2,2,6,139,0,0
2803,C02804,46,Male,Tablet,Social Media,9,6,3,0,54,0,0
2804,C02805,26,Female,Desktop,Social Media,6,2,4,5,162,0,0
2805,C02806,55,Female,Tablet,Email,12,5,4,8,216,1,1
2806,C02807,23,Male,Tablet,Social Media,14,4,4,1,279,1,0
2807,C02808,36,Female,Mobile,Direct,9,5,4,4,103,1,1
2808,C02809,28,Male,Desktop,Social Media,10,2,0,9,211,0,1
2809,C02810,19,Female,Mobile,Search Engine,14,8,2,9,41,1,1
2810,C02811,26,Male,Mobile,Search Engine,13,8,1,3,43,1,0
2811,C02812,38,Female,Desktop,Email,5,6,3,3,94,0,0
2812,C02813,41,Male,Mobile,Email,11,3,4,7,153,1,1
2813,C02814,51,Female,Desktop,Email,6,4,5,5,186,0,1
2814,C02815,39,Male,Desktop,Email,10,1,4,6,129,0,1
2815,C02816,20,Male,Mobile,Direct,12,9,2,8,109,0,1
2816,C02817,29,Female,Mobile,Direct,8,5,2,2,56,0,0
2817,C02818,45,Female,Tablet,Search Engine,3,8,0,1,70,0,0
2818,C02819,47,Male,Mobile,Direct,2,3,0,2,79,0,0
2819,C02820,43,Male,Desktop,Social Media,3,4,5,7,91,0,1
2820,C02821,38,Male,Tablet,Search Engine,14,4,5,8,147,1,1
2821,C02822,45,Male,Desktop,Email,9,8,0,9,81,1,1
2822,C02823,43,Female,Tablet,Email,6,9,3,4,198,0,0
2823,C02824,50,Male,Mobile,Direct,10,3,5,7,47,1,1
2824,C02825,38,Male,Mobile,Search Engine,12,7,0,6,259,1,1
2825,C02826,52,Male,Mobile,Direct,4,9,4,8,251,1,1
2826,C02827,51,Female,Desktop,Direct,10,2,0,3,172,0,0
2827,C02828,58,Male,Tablet,Direct,3,4,3,9,26,1,1
2828,C02829,35,Female,Desktop,Search Engine,13,3,0,2,84,0,0
2829,C02830,28,Female,Tablet,Email,2,8,0,8,142,0,0
2830,C02831,40,Female,Mobile,Social Media,14,4,4,7,55,0,1
2831,C02832,39,Female,Desktop,Email,4,9,5,6,257,0,1
2832,C02833,34,Female,Mobile,Search Engine,9,1,4,0,92,0,0
2833,C02834,22,Female,Desktop,Email,4,1,4,1,49,0,0
2834,C02835,28,Female,Mobile,Email,13,4,0,8,246,0,1
2835,C02836,47,Male,Desktop,Social Media,12,3,4,4,24,1,1
2836,C02837,32,Male,Desktop,Email,5,3,2,0,84,1,0
2837,C02838,44,Female,Tablet,Email,8,2,1,8,254,0,1
2838,C02839,52,Male,Mobile,Email,2,2,1,0,134,1,0
2839,C02840,50,Male,Tablet,Direct,12,8,4,7,265,1,1
2840,C02841,37,Female,Tablet,Search Engine,11,1,5,4,36,0,0
2841,C02842,33,Male,Mobile,Search Engine,14,8,3,5,56,1,1
2842,C02843,51,Female,Desktop,Social Media,3,3,4,0,238,0,0
2843,C02844,19,Male,Tablet,Direct,6,2,5,1,156,1,0
2844,C02845,52,Female,Mobile,Direct,12,9,4,6,265,0,1
2845,C02846,57,Female,Desktop,Email,7,5,0,1,57,0,0
2846,C02847,45,Male,Tablet,Search Engine,4,5,5,4,270,1,1
2847,C02848,56,Male,Tablet,Social Media,14,6,3,8,72,0,1
2848,C02849,23,Female,Tablet,Direct,1,4,4,4,222,1,0
2849,C02850,26,Female,Desktop,Email,7,7,2,2,68,0,0
2850,C02851,37,Female,Tablet,Social Media,12,7,5,5,141,0,1
2851,C02852,18,Male,Desktop,Direct,9,9,1,6,35,1,1
2852,C02853,25,Male,Tablet,Social Media,1,6,5,9,288,1,1
2853,C02854,40,Male,Mobile,Direct,14,1,2,9,255,1,1
2854,C02855,20,Male,Tablet,Social Media,1,9,2,7,140,0,1
2855,C02856,21,Female,Mobile,Direct,1,9,2,2,158,1,0
2856,C02857,42,Female,Mobile,Direct,10,5,3,3,106,0,0
2857,C02858,55,Female,Mobile,Social Media,7,7,3,9,149,1,1
2858,C02859,32,Female,Desktop,Direct,11,1,5,3,271,1,1
2859,C02860,38,Male,Mobile,Direct,9,4,3,1,294,1,0
2860,C02861,52,Female,Tablet,Direct,3,4,1,6,66,1,1
2861,C02862,31,Female,Desktop,Social Media,8,5,0,3,98,1,0
2862,C02863,53,Male,Mobile,Social Media,9,6,5,3,238,0,1
2863,C02864,29,Male,Desktop,Direct,3,4,4,7,130,0,0
2864,C02865,34,Female,Desktop,Direct,12,6,4,5,246,1,1
2865,C02866,56,Male,Desktop,Social Media,12,7,5,5,294,1,1
2866,C02867,26,Female,Tablet,Email,3,3,0,8,275,1,0
2867,C02868,52,Male,Mobile,Direct,1,9,4,3,58,0,0
2868,C02869,30,Male,Desktop,Email,2,8,5,8,154,0,1
2869,C02870,32,Female,Desktop,Social Media,7,1,5,0,117,1,0
2870,C02871,35,Male,Desktop,Direct,3,2,2,8,53,0,1
2871,C02872,50,Female,Mobile,Email,7,2,1,0,87,0,0
2872,C02873,23,Male,Desktop,Social Media,5,9,4,6,210,1,1
2873,C02874,44,Male,Desktop,Email,10,9,1,5,218,0,1
2874,C02875,40,Male,Tablet,Search Engine,8,9,5,6,67,0,1
2875,C02876,44,Male,Mobile,Social Media,5,1,0,8,278,0,0
2876,C02877,51,Male,Tablet,Search Engine,3,7,5,9,232,0,1
2877,C02878,55,Female,Mobile,Social Media,9,3,4,3,181,1,0
2878,C02879,31,Male,Mobile,Social Media,7,9,1,8,132,0,1
2879,C02880,53,Female,Mobile,Direct,5,8,2,2,156,0,0
2880,C02881,25,Male,Tablet,Search Engine,7,3,2,9,31,0,1
2881,C02882,52,Female,Tablet,Search Engine,11,1,5,8,257,1,1
2882,C02883,36,Male,Tablet,Search Engine,10,9,0,0,195,1,0
2883,C02884,47,Female,Tablet,Social Media,9,1,3,4,244,1,0
2884,C02885,31,Female,Desktop,Search Engine,5,3,4,9,94,1,1
2885,C02886,37,Male,Desktop,Search Engine,7,6,5,4,154,1,1
2886,C02887,42,Male,Desktop,Direct,11,6,2,0,101,1,0
2887,C02888,57,Male,Mobile,Email,9,4,2,0,102,1,0
2888,C02889,41,Female,Desktop,Email,1,2,0,2,161,0,0
2889,C02890,31,Female,Mobile,Search Engine,4,6,2,8,228,0,1
2890,C02891,43,Male,Tablet,Search Engine,1,5,4,6,234,0,1
2891,C02892,55,Male,Mobile,Search Engine,8,6,0,5,274,0,0
2892,C02893,40,Female,Mobile,Search Engine,3,7,1,8,207,1,1
2893,C02894,39,Female,Desktop,Email,2,9,0,3,266,0,0
2894,C02895,36,Male,Tablet,Direct,14,7,4,3,274,0,1
2895,C02896,20,Female,Tablet,Social Media,4,4,4,2,181,1,0
2896,C02897,59,Male,Desktop,Search Engine,11,5,1,4,186,0,0
2897,C02898,36,Male,Tablet,Search Engine,3,6,5,4,97,1,1
2898,C02899,26,Male,Tablet,Email,11,9,0,9,194,1,1
2899,C02900,45,Female,Tablet,Search Engine,5,5,4,6,39,0,1
2900,C02901,37,Female,Desktop,Direct,13,5,4,6,115,0,1
2901,C02902,24,Female,Tablet,Direct,8,7,1,5,199,1,1
2902,C02903,31,Female,Mobile,Search Engine,10,2,3,3,114,0,0
2903,C02904,26,Male,Mobile,Email,8,3,0,6,90,1,0
2904,C02905,36,Female,Tablet,Search Engine,11,2,4,1,209,0,0
2905,C02906,31,Male,Desktop,Search Engine,7,2,2,8,151,0,1
2906,C02907,55,Male,Desktop,Email,8,3,1,6,158,0,0
2907,C02908,53,Male,Desktop,Direct,13,6,3,1,294,1,1
2908,C02909,57,Female,Tablet,Social Media,13,5,3,9,121,1,1
2909,C02910,34,Male,Tablet,Search Engine,5,5,1,1,48,0,0
2910,C02911,47,Male,Mobile,Direct,10,2,3,5,37,0,1
2911,C02912,26,Female,Desktop,Search Engine,10,2,4,6,263,1,1
2912,C02913,50,Male,Mobile,Social Media,11,1,3,8,194,1,1
2913,C02914,42,Female,Mobile,Email,12,3,0,3,108,1,0
2914,C02915,31,Female,Desktop,Direct,11,7,2,7,39,1,1
2915,C02916,28,Female,Tablet,Social Media,13,5,4,9,37,0,1
2916,C02917,52,Male,Tablet,Search Engine,6,7,1,1,57,1,0
2917,C02918,58,Female,Mobile,Social Media,8,9,2,5,108,1,1
2918,C02919,31,Female,Mobile,Direct,13,6,5,3,169,1,1
2919,C02920,47,Female,Mobile,Email,1,2,4,7,223,1,1
2920,C02921,58,Female,Mobile,Search Engine,6,1,2,8,252,0,1
2921,C02922,21,Male,Desktop,Email,6,1,3,1,123,0,0
2922,C02923,21,Female,Mobile,Email,11,9,5,6,130,0,1
2923,C02924,45,Male,Mobile,Social Media,13,6,1,6,244,1,1
2924,C02925,25,Female,Tablet,Social Media,5,6,1,7,240,1,1
2925,C02926,19,Male,Tablet,Direct,4,4,0,4,45,0,0
2926,C02927,58,Female,Tablet,Direct,1,2,3,2,83,0,0
2927,C02928,39,Male,Desktop,Email,11,3,0,0,273,1,0
2928,C02929,58,Female,Desktop,Direct,10,3,0,3,268,1,0
2929,C02930,33,Male,Tablet,Email,11,8,3,2,243,0,1
2930,C02931,46,Male,Tablet,Search Engine,8,6,4,1,150,1,1
2931,C02932,47,Male,Mobile,Email,6,7,5,5,49,0,1
2932,C02933,29,Female,Mobile,Direct,3,9,0,6,294,1,1
2933,C02934,52,Male,Desktop,Direct,12,1,2,9,29,0,1
2934,C02935,28,Male,Desktop,Email,3,2,5,6,108,1,1
2935,C02936,38,Male,Mobile,Social Media,12,9,4,7,166,1,1
2936,C02937,38,Male,Tablet,Email,6,5,3,1,146,1,0
2937,C02938,22,Female,Mobile,Email,12,4,1,9,205,0,1
2938,C02939,37,Male,Desktop,Social Media,7,1,4,5,143,1,0
2939,C02940,54,Male,Desktop,Search Engine,8,9,0,5,126,1,1
2940,C02941,20,Male,Mobile,Social Media,5,9,2,9,25,1,1
2941,C02942,50,Female,Mobile,Direct,10,4,5,0,70,0,0
2942,C02943,26,Male,Mobile,Social Media,6,9,3,1,155,1,1
2943,C02944,26,Male,Desktop,Direct,12,1,1,8,21,0,0
2944,C02945,21,Male,Tablet,Direct,1,5,5,7,37,1,1
2945,C02946,52,Male,Mobile,Email,6,1,2,3,268,0,0
2946,C02947,34,Female,Desktop,Email,9,4,1,5,204,0,0
2947,C02948,51,Male,Desktop,Search Engine,10,5,3,1,241,1,1
2948,C02949,41,Male,Desktop,Direct,4,3,5,4,247,0,0
2949,C02950,49,Female,Mobile,Email,14,2,4,1,213,1,0
2950,C02951,18,Female,Mobile,Direct,14,6,0,4,229,1,0
2951,C02952,25,Female,Tablet,Search Engine,10,3,3,6,91,1,1
2952,C02953,40,Male,Desktop,Direct,13,1,2,6,136,1,0
2953,C02954,57,Female,Mobile,Search Engine,1,5,4,8,283,0,0
2954,C02955,29,Male,Desktop,Search Engine,14,2,5,2,24,0,0
2955,C02956,29,Female,Desktop,Search Engine,11,2,1,3,288,0,0
2956,C02957,32,Male,Tablet,Email,9,4,4,8,26,0,1
2957,C02958,58,Female,Mobile,Social Media,4,4,4,7,40,0,1
2958,C02959,36,Male,Mobile,Social Media,2,4,2,6,56,1,1
2959,C02960,43,Female,Desktop,Email,1,7,0,7,192,1,0
2960,C02961,46,Male,Desktop,Direct,3,1,4,8,81,0,1
2961,C02962,39,Male,Tablet,Email,7,8,4,3,225,0,1
2962,C02963,57,Male,Tablet,Direct,11,9,0,4,120,1,1
2963,C02964,38,Male,Tablet,Search Engine,10,6,0,8,138,0,1
2964,C02965,55,Male,Tablet,Email,2,4,1,6,198,0,0
2965,C02966,37,Male,Tablet,Social Media,9,6,5,3,151,0,0
2966,C02967,46,Male,Tablet,Direct,12,7,1,5,94,0,0
2967,C02968,21,Male,Desktop,Email,13,6,0,0,64,1,0
2968,C02969,24,Female,Tablet,Email,11,1,3,0,163,1,0
2969,C02970,45,Male,Desktop,Direct,2,5,0,8,156,0,0
2970,C02971,45,Male,Desktop,Search Engine,5,8,1,7,227,1,1
2971,C02972,21,Female,Mobile,Search Engine,8,8,2,0,250,0,0
2972,C02973,39,Male,Desktop,Search Engine,13,9,2,1,291,1,0
2973,C02974,29,Female,Desktop,Search Engine,13,4,5,3,114,0,1
2974,C02975,20,Male,Tablet,Direct,12,6,4,0,280,1,0
2975,C02976,39,Female,Desktop,Social Media,10,7,2,1,146,1,0
2976,C02977,19,Female,Tablet,Email,8,5,1,4,186,1,0
2977,C02978,41,Male,Tablet,Email,3,8,2,7,37,0,1
2978,C02979,51,Female,Tablet,Search Engine,2,3,3,5,167,1,0
2979,C02980,44,Male,Mobile,Direct,9,8,0,5,266,1,1
2980,C02981,58,Male,Tablet,Social Media,3,5,0,3,149,0,0
2981,C02982,18,Male,Desktop,Social Media,8,1,1,1,285,0,0
2982,C02983,25,Male,Tablet,Email,2,6,4,2,61,0,0
2983,C02984,40,Female,Tablet,Search Engine,3,2,0,5,222,0,0
2984,C02985,55,Male,Tablet,Email,1,7,2,5,200,0,0
2985,C02986,23,Female,Mobile,Email,14,9,3,4,200,1,1
2986,C02987,39,Female,Desktop,Social Media,11,3,4,5,163,0,1
2987,C02988,42,Male,Mobile,Direct,6,4,4,5,80,0,0
2988,C02989,35,Male,Desktop,Social Media,13,4,4,0,228,1,0
2989,C02990,34,Male,Mobile,Email,7,4,0,5,185,0,0
2990,C02991,29,Male,Desktop,Search Engine,4,3,5,4,162,0,1
2991,C02992,23,Female,Mobile,Search Engine,1,5,4,7,80,1,1
2992,C02993,43,Male,Tablet,Direct,3,9,1,8,282,1,1
2993,C02994,44,Female,Mobile,Direct,9,8,2,5,143,0,1
2994,C02995,25,Male,Mobile,Direct,5,2,5,9,257,0,1
