CustomerID,Age,Gender,DeviceType,TrafficSource,PagesViewed,TimeOnSite,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,Purchase
C02296,38,Female,Tablet,Social Media,6,2,4,5,86,1,0
C02297,55,Male,Mobile,Email,7,4,1,7,68,1,1
C02298,32,Male,Tablet,Email,12,3,4,0,43,1,0
C02299,38,Male,Desktop,Search Engine,6,8,3,1,230,1,0
C02300,27,Male,Tablet,Search Engine,2,2,5,4,82,0,0
C02301,40,Female,Tablet,Social Media,4,9,1,7,75,0,0
C02302,56,Male,Mobile,Email,3,3,4,3,37,0,0
C02303,22,Male,Tablet,Direct,11,4,0,4,96,0,0
C02304,18,Male,Mobile,Direct,13,3,4,9,279,1,1
C02305,30,Male,Desktop,Search Engine,4,3,0,4,140,1,0
C02306,38,Male,Tablet,Direct,5,8,0,2,203,1,0
C02307,43,Female,Desktop,Social Media,7,8,4,5,67,0,1
C02308,38,Male,Mobile,Direct,14,6,0,4,166,1,0
C02309,35,Female,Desktop,Search Engine,9,4,5,1,99,1,0
C02310,54,Male,Desktop,Social Media,11,1,2,9,255,0,1
C02311,49,Male,Mobile,Email,2,4,1,3,248,0,0
C02312,53,Male,Desktop,Social Media,8,8,4,3,80,0,1
C02313,34,Male,Desktop,Search Engine,3,6,2,6,239,0,1
C02314,52,Male,Desktop,Search Engine,9,2,0,6,108,0,0
C02315,28,Male,Tablet,Direct,10,3,0,8,283,0,0
C02316,38,Male,Desktop,Direct,12,7,1,9,247,0,1
C02317,43,Male,Mobile,Email,4,4,2,1,122,1,0
C02318,21,Female,Tablet,Email,3,4,2,5,107,1,1
C02319,51,Male,Tablet,Search Engine,10,5,4,1,42,1,0
C02320,35,Female,Mobile,Search Engine,6,8,0,8,286,0,1
C02321,57,Male,Desktop,Search Engine,10,7,3,1,36,0,0
C02322,52,Female,Tablet,Email,13,9,4,5,181,1,1
C02323,58,Male,Tablet,Search Engine,9,5,4,7,97,0,1
C02324,46,Male,Tablet,Email,7,1,4,5,141,1,1
C02325,46,Male,Desktop,Search Engine,4,4,1,2,131,0,0
C02326,55,Female,Tablet,Social Media,3,6,1,4,258,1,0
C02327,59,Female,Mobile,Social Media,10,6,4,3,229,1,1
C02328,38,Female,Desktop,Search Engine,4,9,5,0,21,0,0
C02329,59,Female,Mobile,Social Media,3,5,3,4,222,0,1
C02330,30,Male,Mobile,Email,12,5,2,9,136,0,1
C02331,58,Male,Tablet,Direct,3,6,2,4,133,0,0
C02332,34,Male,Tablet,Social Media,12,6,0,6,93,1,1
C02333,26,Female,Tablet,Direct,14,3,2,6,260,1,1
C02334,58,Male,Mobile,Social Media,13,6,2,1,73,1,0
C02335,18,Female,Desktop,Email,9,8,3,3,178,1,1
C02336,19,Female,Tablet,Social Media,4,6,2,0,128,1,0
C02337,46,Female,Tablet,Social Media,9,5,3,4,299,1,1
C02338,50,Female,Mobile,Search Engine,12,3,1,4,172,0,0
C02339,27,Female,Desktop,Direct,10,1,3,3,182,1,1
C02340,57,Male,Mobile,Direct,5,5,1,9,76,0,1
C02341,38,Female,Tablet,Email,7,6,3,6,233,1,1
C02342,45,Female,Mobile,Email,14,6,4,5,47,0,1
C02343,28,Male,Tablet,Direct,5,6,5,9,223,0,1
C02344,51,Female,Desktop,Search Engine,1,3,1,2,52,1,0
C02345,25,Female,Mobile,Search Engine,2,4,1,1,141,0,0
C02346,39,Male,Tablet,Direct,11,3,2,3,35,1,1
C02347,25,Male,Tablet,Social Media,5,2,1,8,173,0,0
C02348,32,Male,Tablet,Direct,6,8,3,9,237,1,1
C02349,34,Female,Tablet,Social Media,7,7,4,4,124,0,1
C02350,40,Male,Mobile,Direct,2,8,4,0,96,1,0
C02351,41,Male,Tablet,Social Media,10,6,2,2,106,1,1
C02352,36,Male,Mobile,Search Engine,9,7,3,8,50,1,1
C02353,22,Female,Tablet,Direct,6,1,3,6,119,0,0
C02354,49,Male,Mobile,Email,2,5,0,2,174,1,0
C02355,18,Female,Mobile,Social Media,2,4,1,0,125,1,0
C02356,40,Female,Tablet,Search Engine,3,3,2,3,249,1,0
C02357,54,Male,Tablet,Email,1,2,4,8,22,1,1
C02358,25,Female,Tablet,Search Engine,9,9,5,6,241,0,1
C02359,30,Female,Tablet,Social Media,14,8,0,4,140,0,0
C02360,25,Male,Desktop,Direct,10,2,3,5,179,0,0
C02361,40,Female,Tablet,Search Engine,11,6,1,0,290,1,0
C02362,18,Male,Tablet,Direct,4,3,4,6,213,0,1
C02363,41,Female,Tablet,Direct,5,3,0,4,237,0,0
C02364,52,Female,Mobile,Search Engine,7,5,3,6,210,0,0
C02365,41,Male,Tablet,Search Engine,1,7,4,4,271,0,0
C02366,34,Male,Mobile,Search Engine,3,7,4,4,245,0,1
C02367,22,Female,Mobile,Direct,14,1,3,2,20,0,0
C02368,37,Female,Mobile,Email,3,7,3,4,152,1,0
C02369,38,Male,Mobile,Social Media,2,7,2,7,109,1,1
C02370,57,Female,Desktop,Email,8,6,4,7,25,0,1
C02371,48,Female,Tablet,Direct,5,6,3,1,263,1,0
C02372,53,Female,Mobile,Search Engine,1,2,5,0,152,1,0
C02373,28,Female,Tablet,Search Engine,12,3,5,1,135,1,1
C02374,32,Male,Mobile,Social Media,2,3,0,6,92,1,0
C02375,36,Male,Desktop,Social Media,1,3,1,2,175,1,0
C02376,24,Male,Mobile,Email,6,2,5,7,230,0,1
C02377,45,Male,Tablet,Email,9,9,2,3,88,0,0
C02378,22,Male,Tablet,Social Media,11,6,3,9,163,1,1
C02379,22,Male,Desktop,Direct,7,2,1,9,218,0,0
C02380,47,Female,Tablet,Email,5,3,2,7,225,0,1
C02381,49,Male,Tablet,Search Engine,12,6,4,1,220,0,0
C02382,25,Female,Mobile,Search Engine,13,4,1,4,258,0,0
C02383,27,Female,Tablet,Direct,3,7,5,5,87,0,0
C02384,55,Female,Mobile,Social Media,12,6,2,0,190,0,0
C02385,49,Male,Desktop,Email,12,6,3,0,89,0,0
C02386,45,Female,Tablet,Search Engine,8,3,3,8,36,1,1
C02387,34,Male,Mobile,Social Media,10,8,2,4,156,1,0
C02388,48,Female,Tablet,Email,4,9,4,3,238,1,1
C02389,25,Female,Mobile,Direct,9,6,5,0,25,0,1
C02390,57,Male,Desktop,Search Engine,5,2,2,2,217,1,0
C02391,42,Female,Mobile,Direct,14,1,0,3,151,0,0
C02392,26,Female,Tablet,Direct,6,3,2,4,203,1,0
C02393,19,Female,Mobile,Direct,5,3,2,9,37,1,1
C02394,32,Female,Tablet,Email,10,8,5,4,232,0,1
C02395,20,Male,Desktop,Direct,12,5,3,9,67,1,1
C02396,53,Female,Mobile,Email,11,1,4,7,48,0,1
C02397,21,Female,Tablet,Email,7,4,2,2,172,1,0
C02398,31,Male,Tablet,Direct,7,7,1,6,257,1,0
C02399,58,Female,Tablet,Direct,1,5,3,5,284,0,0
C02400,58,Female,Mobile,Social Media,2,6,3,9,218,1,1
C02401,42,Female,Mobile,Search Engine,7,4,2,9,33,1,1
C02402,27,Female,Mobile,Social Media,8,2,5,9,295,1,1
C02403,38,Male,Desktop,Search Engine,4,9,1,5,29,1,1
C02404,53,Female,Tablet,Search Engine,6,2,2,9,158,1,1
C02405,29,Male,Tablet,Social Media,11,2,1,8,186,0,1
C02406,44,Female,Desktop,Social Media,12,2,3,6,166,0,1
C02407,57,Female,Desktop,Search Engine,10,1,1,6,264,0,0
C02408,19,Female,Mobile,Search Engine,3,3,2,0,89,0,0
C02409,30,Male,Mobile,Search Engine,7,6,0,0,123,0,0
C02410,49,Female,Mobile,Email,11,7,0,8,248,0,1
C02411,48,Female,Mobile,Search Engine,3,1,1,8,157,1,0
C02412,33,Male,Mobile,Direct,11,5,5,9,55,0,1
C02413,49,Male,Mobile,Direct,7,5,2,2,137,0,0
C02414,49,Male,Desktop,Direct,12,1,4,7,274,1,1
C02415,51,Male,Desktop,Social Media,11,4,0,8,39,1,1
C02416,28,Female,Desktop,Social Media,12,1,3,0,40,0,0
C02417,27,Female,Tablet,Social Media,11,1,2,2,275,1,0
C02418,32,Female,Tablet,Search Engine,8,7,2,5,267,1,1
C02419,34,Female,Mobile,Direct,3,7,0,3,185,1,0
C02420,57,Male,Desktop,Search Engine,2,3,4,7,274,1,1
C02421,35,Female,Tablet,Email,12,7,3,8,97,0,1
C02422,26,Female,Tablet,Email,6,3,4,6,299,0,1
C02423,42,Female,Desktop,Social Media,4,2,3,0,53,1,0
C02424,57,Female,Tablet,Email,8,4,0,1,118,1,0
C02425,31,Male,Tablet,Direct,13,3,2,0,162,1,0
C02426,42,Female,Desktop,Email,14,7,3,8,74,0,1
C02427,39,Female,Tablet,Social Media,2,1,2,3,22,1,0
C02428,47,Female,Desktop,Search Engine,4,6,1,9,238,0,0
C02429,37,Male,Tablet,Email,2,2,1,7,230,0,0
C02430,38,Male,Desktop,Direct,14,8,0,4,168,1,1
C02431,49,Female,Tablet,Direct,2,5,0,4,251,1,1
C02432,38,Female,Tablet,Direct,2,3,5,4,107,1,0
C02433,52,Female,Desktop,Search Engine,1,7,0,4,230,1,0
C02434,49,Male,Tablet,Direct,4,2,1,2,242,1,0
C02435,47,Female,Desktop,Social Media,2,5,3,5,167,1,0
C02436,56,Female,Desktop,Social Media,9,8,4,0,226,1,1
C02437,29,Female,Tablet,Direct,9,1,0,7,246,0,0
C02438,58,Male,Mobile,Email,11,1,4,3,203,0,0
C02439,35,Female,Tablet,Direct,11,3,4,5,60,0,1
C02440,38,Female,Mobile,Social Media,7,3,1,1,201,1,0
C02441,30,Male,Mobile,Social Media,6,7,5,1,63,0,0
C02442,38,Male,Tablet,Social Media,12,6,3,7,229,0,1
C02443,25,Female,Mobile,Email,3,7,1,0,269,1,0
C02444,57,Male,Desktop,Email,14,4,0,7,103,0,0
C02445,24,Female,Desktop,Email,12,2,1,9,158,1,1
C02446,40,Male,Mobile,Social Media,14,2,1,9,250,0,0
C02447,49,Male,Desktop,Search Engine,7,1,1,0,31,1,0
C02448,28,Female,Tablet,Direct,1,9,0,8,292,1,1
C02449,39,Female,Desktop,Direct,9,7,0,0,109,1,0
C02450,39,Female,Mobile,Social Media,4,3,1,3,44,0,0
C02451,42,Male,Tablet,Email,6,2,1,8,45,1,0
C02452,39,Female,Desktop,Search Engine,6,3,4,0,172,0,0
C02453,45,Female,Tablet,Search Engine,11,7,3,8,79,0,1
C02454,46,Female,Mobile,Email,3,5,4,7,79,1,1
C02455,30,Female,Desktop,Direct,4,3,5,4,190,0,0
C02456,35,Female,Tablet,Direct,13,9,3,5,95,0,1
C02457,19,Male,Tablet,Search Engine,11,2,5,4,295,0,1
C02458,46,Female,Desktop,Search Engine,10,7,3,3,227,1,1
C02459,38,Female,Tablet,Email,3,6,1,9,174,0,1
C02460,32,Male,Tablet,Direct,13,6,4,3,199,0,1
C02461,44,Female,Mobile,Search Engine,6,7,3,9,101,0,1
C02462,48,Female,Mobile,Direct,1,6,5,7,29,0,1
C02463,32,Female,Mobile,Search Engine,8,2,3,7,262,0,1
C02464,40,Female,Mobile,Email,8,5,0,8,197,0,1
C02465,41,Female,Mobile,Direct,9,3,3,2,276,1,0
C02466,30,Male,Mobile,Search Engine,6,9,1,9,23,1,1
C02467,39,Male,Desktop,Search Engine,1,8,2,7,234,1,0
C02468,54,Male,Mobile,Search Engine,3,2,0,2,49,1,0
C02469,50,Female,Tablet,Search Engine,1,1,2,1,84,0,0
C02470,20,Male,Desktop,Email,13,4,1,1,143,0,0
C02471,36,Female,Tablet,Direct,5,4,2,8,172,0,1
C02472,40,Female,Mobile,Direct,3,2,3,3,59,0,0
C02473,46,Female,Mobile,Social Media,14,7,2,4,45,1,1
C02474,47,Male,Tablet,Direct,2,3,4,1,292,1,0
C02475,56,Male,Tablet,Social Media,3,7,1,8,178,0,1
C02476,42,Male,Tablet,Search Engine,9,7,4,6,208,0,1
C02477,54,Female,Desktop,Email,11,1,2,2,283,0,0
C02478,25,Male,Mobile,Email,8,6,4,5,88,1,1
C02479,59,Female,Tablet,Search Engine,13,4,0,6,20,1,1
C02480,33,Male,Mobile,Social Media,3,8,2,5,98,1,1
C02481,25,Male,Tablet,Search Engine,11,8,5,9,247,0,1
C02482,18,Female,Mobile,Email,2,3,4,9,65,0,1
C02483,22,Female,Desktop,Email,5,4,3,5,127,0,0
C02484,20,Male,Mobile,Direct,12,1,2,7,143,1,0
C02485,18,Male,Tablet,Social Media,12,2,5,7,167,1,1
C02486,21,Male,Mobile,Direct,13,7,0,4,271,1,1
C02487,57,Female,Desktop,Email,12,7,3,3,21,0,1
C02488,52,Female,Desktop,Email,1,9,2,4,241,1,0
C02489,49,Male,Mobile,Direct,4,9,3,8,208,0,1
C02490,59,Male,Tablet,Direct,8,9,2,9,90,0,1
C02491,51,Female,Desktop,Email,1,6,2,5,116,0,0
C02492,42,Male,Desktop,Direct,5,8,1,2,251,1,1
C02493,27,Female,Mobile,Direct,12,9,4,2,49,1,1
C02494,38,Female,Desktop,Social Media,4,7,2,0,49,1,0
C02495,56,Female,Desktop,Email,6,4,0,4,234,1,0
C02496,44,Female,Tablet,Search Engine,7,4,5,5,192,1,1
C02497,44,Female,Tablet,Social Media,9,6,4,7,299,1,1
C02498,19,Female,Tablet,Search Engine,1,4,1,8,230,0,0
C02499,58,Male,Mobile,Direct,11,7,4,6,144,1,1
C02500,30,Female,Desktop,Direct,10,8,4,0,99,1,1
C02501,26,Female,Mobile,Search Engine,4,8,2,6,203,0,1
C02502,53,Male,Desktop,Direct,6,8,0,9,34,1,1
C02503,39,Female,Desktop,Direct,10,2,2,8,30,1,1
C02504,59,Male,Desktop,Social Media,7,2,0,3,108,0,0
C02505,43,Female,Tablet,Search Engine,7,2,0,6,22,1,0
C02506,29,Male,Mobile,Social Media,8,2,3,8,43,0,0
C02507,34,Male,Mobile,Search Engine,14,4,2,0,108,0,0
C02508,31,Female,Desktop,Social Media,10,5,1,9,28,0,0
C02509,31,Female,Mobile,Email,8,4,5,8,65,1,1
C02510,51,Female,Tablet,Email,8,5,4,3,113,0,1
C02511,37,Female,Mobile,Search Engine,8,4,3,7,90,1,1
C02512,28,Male,Desktop,Email,12,7,1,2,207,0,0
C02513,33,Male,Tablet,Social Media,8,1,5,1,158,1,0
C02514,48,Male,Tablet,Search Engine,6,1,5,7,29,0,0
C02515,23,Female,Desktop,Email,9,2,2,7,22,1,0
C02516,36,Male,Mobile,Email,3,1,0,2,38,1,0
C02517,54,Female,Desktop,Search Engine,6,3,2,7,149,1,1
C02518,21,Female,Mobile,Email,5,6,5,5,240,1,1
C02519,21,Male,Mobile,Email,8,6,2,9,149,1,1
C02520,37,Female,Tablet,Search Engine,4,1,3,8,132,1,0
C02521,27,Male,Desktop,Email,4,6,1,9,157,1,1
C02522,41,Female,Tablet,Email,13,5,5,5,62,1,1
C02523,52,Male,Desktop,Email,10,7,3,7,237,1,1
C02524,43,Female,Desktop,Email,11,6,1,1,77,0,0
C02525,54,Male,Tablet,Direct,10,7,3,0,132,0,0
C02526,55,Male,Desktop,Search Engine,13,2,4,9,207,0,1
C02527,38,Female,Desktop,Direct,5,1,0,9,141,0,0
C02528,57,Female,Mobile,Direct,11,7,0,1,104,0,0
C02529,56,Male,Desktop,Social Media,13,9,0,3,125,1,1
C02530,38,Female,Desktop,Direct,13,2,4,9,118,0,1
C02531,27,Female,Tablet,Direct,6,7,5,8,28,0,1
C02532,55,Female,Tablet,Social Media,11,3,5,6,25,0,1
C02533,21,Male,Desktop,Email,4,6,4,8,127,0,1
C02534,37,Male,Mobile,Email,2,3,0,8,171,1,0
C02535,34,Female,Mobile,Direct,12,5,0,8,256,1,1
C02536,24,Female,Tablet,Social Media,12,2,1,7,46,0,0
C02537,21,Male,Desktop,Email,14,8,1,5,138,0,1
C02538,46,Female,Desktop,Social Media,2,8,2,9,230,0,0
C02539,31,Male,Mobile,Search Engine,12,7,3,6,119,0,1
C02540,20,Female,Mobile,Search Engine,3,6,1,1,22,1,0
C02541,41,Female,Mobile,Search Engine,2,1,1,0,36,1,0
C02542,54,Female,Tablet,Search Engine,1,8,1,4,125,1,0
C02543,33,Male,Desktop,Direct,14,1,1,7,249,0,1
C02544,21,Male,Tablet,Search Engine,8,8,4,2,196,1,1
C02545,41,Male,Desktop,Search Engine,12,2,2,6,103,0,0
C02546,51,Male,Tablet,Social Media,5,8,1,4,282,1,1
C02547,47,Female,Desktop,Email,10,4,5,9,215,1,1
C02548,35,Female,Mobile,Social Media,1,7,3,7,268,0,1
C02549,36,Male,Mobile,Direct,13,5,1,5,168,1,1
C02550,48,Female,Mobile,Search Engine,9,8,4,5,225,1,1
C02551,36,Female,Tablet,Email,8,6,5,6,100,0,1
C02552,36,Male,Mobile,Email,4,5,0,6,208,1,0
C02553,39,Female,Desktop,Search Engine,8,1,0,3,225,1,0
C02554,41,Female,Tablet,Search Engine,13,3,2,9,288,0,1
C02555,29,Male,Desktop,Direct,12,9,0,9,274,1,1
C02556,47,Female,Tablet,Direct,13,9,1,9,27,0,1
C02557,55,Female,Desktop,Search Engine,10,5,4,7,133,0,1
C02558,48,Female,Desktop,Search Engine,7,3,2,5,24,0,0
C02559,53,Male,Tablet,Search Engine,11,6,5,7,92,0,1
C02560,36,Male,Tablet,Search Engine,11,5,1,6,140,0,1
C02561,53,Female,Mobile,Email,7,1,0,0,253,0,0
C02562,47,Female,Mobile,Direct,1,2,3,3,85,0,0
C02563,50,Female,Desktop,Search Engine,6,5,1,6,249,0,0
C02564,35,Male,Desktop,Search Engine,13,9,3,8,50,0,0
C02565,45,Male,Desktop,Email,4,4,5,1,70,0,1
C02566,28,Male,Tablet,Social Media,14,9,3,4,166,0,1
C02567,50,Female,Tablet,Search Engine,10,3,5,8,114,0,1
C02568,34,Female,Mobile,Email,10,1,2,8,57,0,0
C02569,23,Female,Desktop,Email,10,6,4,5,217,1,1
C02570,21,Female,Mobile,Social Media,11,7,0,6,260,0,0
C02571,37,Female,Tablet,Direct,12,4,0,8,192,0,0
C02572,44,Male,Tablet,Direct,2,5,1,9,275,0,1
C02573,32,Female,Tablet,Direct,10,4,0,7,60,1,1
C02574,23,Female,Mobile,Search Engine,7,3,2,9,148,0,0
C02575,31,Female,Tablet,Direct,9,1,0,5,73,1,0
C02576,28,Male,Desktop,Search Engine,13,6,1,5,105,0,0
C02577,56,Female,Mobile,Search Engine,5,5,0,6,231,1,1
C02578,26,Male,Tablet,Email,8,1,4,6,288,1,1
C02579,43,Male,Mobile,Direct,5,5,5,1,40,1,0
C02580,33,Male,Mobile,Direct,14,6,3,8,234,1,1
C02581,22,Male,Tablet,Direct,7,5,3,3,208,1,1
C02582,27,Male,Tablet,Search Engine,7,1,5,9,180,0,1
C02583,20,Female,Mobile,Search Engine,9,5,3,8,220,0,1
C02584,30,Female,Mobile,Direct,3,1,4,9,48,0,1
C02585,47,Male,Tablet,Search Engine,14,3,2,2,263,1,0
C02586,23,Male,Desktop,Search Engine,1,2,1,4,202,1,0
C02587,34,Male,Mobile,Social Media,2,1,4,4,51,1,0
C02588,36,Female,Mobile,Social Media,12,4,1,6,286,1,1
C02589,59,Female,Desktop,Direct,6,2,2,3,55,0,0
C02590,52,Male,Tablet,Direct,14,5,4,3,112,1,1
C02591,43,Female,Tablet,Social Media,10,1,0,0,178,0,0
C02592,22,Female,Desktop,Search Engine,10,1,2,5,199,1,1
C02593,46,Male,Tablet,Search Engine,12,4,3,3,237,1,0
C02594,54,Male,Tablet,Email,13,7,4,9,246,1,1
C02595,37,Female,Mobile,Direct,14,2,2,9,231,1,1
C02596,38,Female,Mobile,Direct,9,2,2,4,182,1,1
C02597,27,Female,Mobile,Direct,3,1,4,8,177,0,0
C02598,22,Male,Desktop,Email,10,5,3,3,129,1,1
C02599,53,Male,Tablet,Email,2,6,5,0,74,0,0
C02600,23,Male,Tablet,Search Engine,11,6,3,8,233,0,1
C02601,43,Female,Mobile,Social Media,1,2,2,4,34,1,0
C02602,21,Female,Mobile,Social Media,2,7,1,9,172,1,1
C02603,56,Male,Desktop,Social Media,3,6,5,6,39,1,1
C02604,56,Female,Tablet,Search Engine,7,8,5,2,71,1,1
C02605,52,Male,Desktop,Social Media,2,6,2,3,103,1,1
C02606,18,Female,Tablet,Email,13,9,4,9,243,1,1
C02607,41,Male,Desktop,Email,5,2,4,8,148,0,0
C02608,53,Female,Mobile,Direct,2,7,4,9,35,0,1
C02609,23,Female,Desktop,Social Media,7,5,3,0,293,1,0
C02610,58,Male,Desktop,Email,10,1,0,4,96,1,0
C02611,48,Male,Mobile,Direct,8,3,4,7,111,0,1
C02612,37,Male,Tablet,Social Media,8,4,4,9,289,0,1
C02613,41,Male,Tablet,Social Media,13,2,5,6,71,0,1
C02614,42,Male,Mobile,Email,8,7,1,3,140,1,1
C02615,53,Female,Desktop,Direct,10,1,1,6,69,0,0
C02616,38,Male,Desktop,Direct,9,3,2,0,292,1,0
C02617,47,Male,Desktop,Email,1,9,2,5,139,1,1
C02618,41,Male,Tablet,Email,12,2,2,8,114,0,1
C02619,59,Male,Desktop,Email,1,5,4,2,168,0,0
C02620,47,Male,Tablet,Social Media,14,4,1,3,276,0,1
C02621,39,Female,Desktop,Email,14,3,2,7,203,1,1
C02622,45,Male,Mobile,Email,14,5,1,4,279,1,0
C02623,24,Male,Mobile,Search Engine,10,6,4,4,169,0,0
C02624,52,Male,Tablet,Email,2,1,5,0,224,1,0
C02625,45,Female,Tablet,Email,11,2,4,5,191,0,1
C02626,31,Female,Mobile,Social Media,6,1,2,1,241,1,0
C02627,27,Male,Mobile,Direct,14,3,4,0,187,0,0
C02628,33,Male,Desktop,Social Media,1,8,4,5,263,1,1
C02629,33,Female,Mobile,Search Engine,5,8,1,4,237,0,0
C02630,48,Female,Tablet,Email,5,4,0,4,75,1,0
C02631,59,Female,Mobile,Email,4,6,3,8,82,1,1
C02632,42,Male,Tablet,Email,11,9,2,9,122,1,1
C02633,30,Male,Tablet,Email,5,7,0,9,186,0,1
C02634,23,Female,Desktop,Email,12,2,5,2,26,1,0
C02635,26,Male,Desktop,Email,1,2,2,0,161,1,0
C02636,53,Female,Desktop,Search Engine,11,3,0,7,144,0,0
C02637,37,Female,Desktop,Email,11,8,4,4,109,0,1
C02638,35,Female,Mobile,Email,6,9,2,4,235,1,1
C02639,38,Male,Desktop,Email,7,3,0,7,142,1,0
C02640,21,Female,Mobile,Search Engine,8,9,3,7,205,0,0
C02641,50,Female,Desktop,Email,2,8,4,1,172,1,1
C02642,44,Male,Desktop,Search Engine,7,5,2,2,268,1,0
C02643,24,Female,Tablet,Social Media,6,3,5,9,133,0,1
C02644,23,Male,Mobile,Email,9,7,5,9,115,0,1
C02645,32,Female,Tablet,Direct,8,9,2,0,217,0,0
C02646,35,Male,Desktop,Search Engine,14,6,0,2,22,1,0
C02647,49,Female,Mobile,Social Media,11,3,2,3,168,1,0
C02648,28,Female,Desktop,Search Engine,14,5,4,6,130,0,1
C02649,37,Female,Tablet,Search Engine,4,7,1,8,39,0,1
C02650,41,Female,Mobile,Social Media,14,8,5,4,222,1,1
C02651,32,Female,Tablet,Email,13,4,0,0,201,0,0
C02652,24,Male,Desktop,Email,9,2,3,1,246,1,0
C02653,38,Male,Desktop,Search Engine,1,2,2,9,95,0,0
C02654,59,Female,Desktop,Social Media,11,3,4,1,242,0,0
C02655,43,Female,Mobile,Email,6,8,2,8,55,1,1
C02656,31,Female,Tablet,Search Engine,8,1,3,9,109,1,1
C02657,54,Male,Tablet,Direct,11,7,4,6,48,0,1
C02658,38,Male,Desktop,Social Media,11,6,3,1,195,1,0
C02659,35,Female,Tablet,Direct,4,2,4,0,239,1,0
C02660,22,Male,Mobile,Direct,2,9,1,4,155,0,0
C02661,20,Female,Desktop,Search Engine,11,5,5,0,194,1,1
C02662,40,Female,Desktop,Social Media,2,2,4,8,145,1,1
C02663,43,Female,Desktop,Email,10,3,3,2,190,1,1
C02664,54,Male,Mobile,Email,1,7,0,1,285,1,0
C02665,41,Female,Desktop,Search Engine,5,7,5,5,153,0,1
C02666,36,Female,Desktop,Email,13,1,1,2,291,0,0
C02667,42,Female,Desktop,Email,6,4,2,4,45,0,0
C02668,38,Male,Desktop,Direct,4,6,1,9,296,0,0
C02669,29,Male,Tablet,Direct,4,8,1,7,119,0,1
C02670,58,Male,Desktop,Social Media,5,3,2,9,49,1,1
C02671,50,Female,Mobile,Direct,14,3,4,1,152,1,1
C02672,21,Male,Desktop,Email,5,8,1,4,158,1,1
C02673,59,Female,Desktop,Social Media,14,8,5,7,210,0,1
C02674,24,Male,Tablet,Social Media,14,8,1,0,206,0,0
C02675,39,Female,Desktop,Search Engine,14,1,0,9,159,0,1
C02676,50,Male,Tablet,Direct,14,8,5,9,256,1,1
C02677,34,Female,Mobile,Social Media,9,8,0,3,219,1,0
C02678,41,Male,Tablet,Email,8,2,5,4,99,1,1
C02679,51,Male,Desktop,Social Media,9,9,3,9,278,0,1
C02680,45,Male,Mobile,Social Media,13,7,2,2,120,0,0
C02681,58,Female,Desktop,Search Engine,14,8,5,1,51,1,1
C02682,56,Male,Tablet,Email,3,2,5,2,296,1,0
C02683,39,Male,Mobile,Email,14,4,4,4,140,1,1
C02684,34,Male,Mobile,Direct,3,7,4,6,74,0,1
C02685,51,Male,Tablet,Email,1,6,3,1,37,0,0
C02686,23,Female,Tablet,Social Media,14,7,4,6,140,1,1
C02687,23,Male,Mobile,Email,10,1,4,5,129,1,0
C02688,51,Female,Mobile,Email,13,8,0,6,80,0,1
C02689,18,Female,Tablet,Social Media,6,7,4,6,283,1,0
C02690,27,Female,Desktop,Search Engine,4,4,4,8,287,1,1
C02691,38,Female,Mobile,Direct,11,1,3,6,146,0,1
C02692,22,Male,Tablet,Direct,14,8,3,5,156,1,1
C02693,19,Female,Desktop,Search Engine,8,7,1,9,97,1,1
C02694,39,Female,Mobile,Social Media,2,8,4,7,226,1,1
C02695,19,Female,Mobile,Direct,11,1,4,6,203,0,0
C02696,27,Female,Tablet,Search Engine,2,5,5,5,108,1,1
C02697,51,Male,Desktop,Search Engine,7,9,4,3,248,1,1
C02698,33,Male,Mobile,Search Engine,13,5,0,6,83,0,0
C02699,56,Female,Desktop,Direct,5,3,5,7,74,1,1
C02700,39,Female,Desktop,Direct,13,9,4,7,298,1,1
C02701,29,Female,Mobile,Direct,1,9,0,3,207,0,1
C02702,41,Male,Desktop,Direct,7,4,1,9,210,1,1
C02703,57,Male,Mobile,Email,7,4,5,8,292,1,1
C02704,55,Male,Desktop,Search Engine,10,8,2,2,114,1,0
C02705,27,Male,Mobile,Email,6,7,4,8,109,0,1
C02706,52,Male,Tablet,Search Engine,4,5,5,2,266,1,1
C02707,49,Female,Mobile,Direct,12,6,3,6,94,0,1
C02708,24,Male,Mobile,Direct,13,3,5,3,81,0,1
C02709,38,Male,Mobile,Email,8,6,3,4,241,0,1
C02710,37,Female,Desktop,Social Media,12,8,4,2,286,0,0
C02711,43,Male,Tablet,Direct,11,9,0,1,140,0,0
C02712,21,Male,Desktop,Social Media,2,3,3,7,47,0,1
C02713,39,Male,Desktop,Search Engine,2,8,5,6,293,0,1
C02714,32,Female,Mobile,Email,2,3,5,6,42,1,1
C02715,57,Male,Desktop,Social Media,3,2,3,7,118,1,0
C02716,38,Female,Mobile,Social Media,6,5,1,0,129,0,0
C02717,32,Female,Tablet,Direct,1,4,1,7,222,1,1
C02718,39,Male,Desktop,Social Media,11,5,1,9,125,1,1
C02719,45,Male,Desktop,Social Media,2,6,3,4,65,1,1
C02720,31,Male,Desktop,Search Engine,10,3,3,7,276,0,1
C02721,44,Male,Mobile,Email,2,1,5,8,163,1,1
C02722,58,Female,Mobile,Direct,14,4,4,1,44,0,1
C02723,57,Male,Desktop,Direct,12,6,4,2,81,0,0
