feedback,sentiment,categories
"The absence of a price-drop alert is disappointing Furthermore, after selecting UPI the page just hangs and nothing happens. At the same time, search results take ages to appear and sometimes never load.",negative,"feature_request,payment,performance"
I've noticed that is there a way to save multiple payment methods for faster checkout? Please look into it.,neutral,payment
"Performance has improved a lot after the recent update Additionally, i received a clear and helpful response to my query the same day.",positive,"performance,support"
I've noticed that having a bulk-add-to-cart option would speed things up for me.,neutral,feature_request
"I wonder if there is a lighter version of the application for older phones At the same time, i would prefer a simpler layout with fewer colors.",neutral,"performance,ui"
"I've noticed that the app becomes unresponsive completely when I switch between tabs quickly Plus, search results take ages to appear and sometimes never load. On top of that, i was told the issue was escalated but never heard back.",negative,"bug,performance,support"
"Just wanted to mention that i cannot sign in after changing my password yesterday Also, the money left my account but the order never appeared in my history.",negative,"login,payment"
It would be great if Apple Pay and Google Pay were supported at checkout This is frustrating.,neutral,"feature_request,payment"
"A comparison tool for similar products would be a welcome addition Plus, a longer session timeout would reduce the need to re-authenticate.",neutral,"feature_request,login"
"Clicking the save button does nothing and changes are lost At the same time, credit card payment keeps failing with a generic error. On top of that, every action seems to wait several seconds before responding.",negative,"bug,payment,performance"
"Is there a way to save multiple payment methods for faster checkout? Furthermore, it would be nice if support hours extended into the evening.",neutral,"payment,support"
"Please add the ability to share product links directly to messaging apps Additionally, a denser information layout might help experienced users.",neutral,"feature_request,ui"
"Occasionally a button remains highlighted after I release it Furthermore, response time is acceptable on weekdays but slower on weekends Happened more than once already.",neutral,"bug,support"
"Lately a small visual artifact appears when rotating the device Furthermore, it would help if order tracking showed more granular status updates.",neutral,"bug,feature_request"
"One problem I keep seeing is that two-factor authentication codes are not being delivered And the application becomes extremely slow when I have many items in the cart. At the same time, i waited over an hour for a response from the help desk and still got no solution.",negative,"login,performance,support"
"Honestly, some icons could use clearer labels Looking forward to an update.",neutral,ui
"Honestly, biometric login stopped working after the latest update Furthermore, everything feels laggy and unresponsive during peak hours Keep up the good work.",negative,"login,performance"
"Having social login options would be convenient Furthermore, the font size could be adjustable for better readability Please look into it.",neutral,"login,ui"
"The checkout process aborted halfway and I am not sure if I was charged Plus, the whole experience is sluggish compared to similar services.",negative,"payment,performance"
"I keep getting account not found despite having registered last week Additionally, the amount was taken from my wallet but the cart is still full. Also, the layout looks broken on tablet screens and elements overlap Please look into it.",negative,"login,payment,ui"
"The newly introduced filters have made shopping much easier Additionally, the recent UI refresh made browsing much more pleasant Hope this gets fixed soon.",positive,"feature_request,ui"
"The back button sometimes closes the entire application instead of going back At the same time, i cannot sign in after changing my password yesterday. At the same time, search results take ages to appear and sometimes never load Looking forward to an update.",negative,"bug,login,performance"
"The back button sometimes closes the entire application instead of going back And scrolling through the product list is choppy and freezes frequently. Also, the new interface is confusing and I cannot find the settings menu.",negative,"bug,performance,ui"
"It would be helpful if more local payment methods were available Plus, i wonder if there is a lighter version of the app for older phones Would appreciate a fix.",neutral,"payment,performance"
Thankfully clicking the save button does nothing and changes are lost And the application becomes extremely slow when I have many items in the cart.,negative,"bug,performance"
"The remember me option does not actually keep me signed in And the application becomes extremely slow when I have many items in the cart. Besides that, i was told the issue was escalated but never heard back Otherwise the experience is good.",negative,"login,performance,support"
Overall speed is fine most of the time but dips during sales events.,neutral,performance
"Session expires immediately after I successfully log in Besides that, search results take ages to appear and sometimes never load. Besides that, getting a human agent feels nearly impossible through the chat.",negative,"login,performance,support"
the application loads quickly and feels snappy on my device Keep up the good work.,positive,performance
Quick note: a small visual artifact appears when rotating the device.,neutral,bug
Quick note: checkout becomes unresponsive right after I enter my card details.,negative,payment
"Honestly, is it possible to link multiple email addresses to one account? Furthermore, the font size could be adjustable for better readability.",neutral,"login,ui"
Lately i wonder if there is a lighter version of the app for older phones.,neutral,performance
"Images fail to load and are replaced by broken-image icons On top of that, i am locked out of my account and the recovery process is broken. Besides that, the whole experience is sluggish compared to similar services.",negative,"bug,login,performance"
"Just wanted to mention that the recently added recommendation engine is surprisingly accurate And password recovery was straightforward and I was back in minutes. Also, performance has improved a lot after the recent update",positive,"feature_request,login,performance"
Images load so slowly that the page feels incomplete for a long time Keep up the good work.,negative,performance
"To be honest, email replies take more than 48 hours and often miss the point And the color contrast makes some text almost unreadable",negative,"support,ui"
"The whole checkout flow felt secure and fast Plus, the redesigned dashboard looks clean and is easy to navigate.",positive,"payment,ui"
"Lately password reset emails never arrive in my inbox Also, i paid successfully but the order status remains unpaid.",negative,"login,payment"
"Just a heads-up: i was able to complete the purchase in just a few clicks Also, the help desk agent went the extra mile to fix the problem for me.",positive,"payment,support"
Unfortunately the checkout process aborted halfway and I am not sure if I was charged.,negative,payment
"There is still no way to export my order history as a PDF Plus, the app becomes almost unusable when the network is only moderately fast.",negative,"feature_request,performance"
Just a heads-up: the new interface is confusing and I'm unable to find the settings menu.,negative,ui
Email replies take more than 48 hours and often miss the point And menus hide behind gestures that are hard to discover.,negative,"support,ui"
"Thankfully it would help if order tracking showed more granular status updates Furthermore, the list of supported cards could be shown more prominently Happened more than once already.",neutral,"feature_request,payment"
"Honestly, a white screen appears and nothing loads after the splash screen Plus, password reset emails never arrive in my inbox.",negative,"bug,login"
"I encounter a random error code that forces me to restart the app Also, everything feels laggy and unresponsive during peak hours. Also, the agent I spoke with was unhelpful and seemed unfamiliar with the issue Thanks!",negative,"bug,performance,support"
"The amount was taken from my wallet but the cart is still full Also, the layout looks broken on tablet screens and elements overlap Keep up the good work.",negative,"payment,ui"
I've noticed that everything feels laggy and unresponsive during peak hours Would appreciate a fix.,negative,performance
"the app crashes every time I try to open the order history Plus, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,performance"
"For what it's worth, wishlist functionality is missing and I keep losing track of items Besides that, i am locked out of my account and the recovery process is broken.",negative,"feature_request,login"
"Wishlist functionality is missing and I keep losing track of items Additionally, my bank declined the transaction even though I have sufficient funds.",negative,"feature_request,payment"
Lately adding a price-drop alert feature would help me a lot.,neutral,feature_request
"One problem I keep seeing is that the help desk agent went the extra mile to fix the problem for me Also, i like the new visual style; everything feels modern and polished.",positive,"support,ui"
"Thankfully everything has been running stably for the past few weeks Furthermore, i received a clear and helpful response to my query the same day.",positive,"bug,support"
"I've noticed that clicking the save button does nothing and changes are lost On top of that, no option exists to schedule deliveries for a later date.",negative,"bug,feature_request"
"Having a bulk-add-to-cart option would speed things up for me Besides that, some banks seem to be unsupported at the moment. Besides that, i wonder if there is a lighter version of the app for older phones Thanks!",neutral,"feature_request,payment,performance"
"One problem I keep seeing is that a comparison tool for similar products would be a welcome addition And is it possible to link multiple email addresses to one account? Additionally, some icons could use clearer labels.",neutral,"feature_request,login,ui"
"Notifications keep appearing even after I have dismissed them Besides that, no option exists to schedule deliveries for a later date. Additionally, refund for the cancelled order has not been processed after a week.",negative,"bug,feature_request,payment"
"A rare flicker happens when opening the profile section At the same time, having social login options would be convenient.",neutral,"bug,login"
"Honestly, switching between tabs causes noticeable delays.",negative,performance
"Honestly, a small visual artifact appears when rotating the device Thanks!",neutral,bug
Quick note: there might be a minor display glitch on certain Android versions Keep up the good work.,neutral,bug
"Unfortunately a small visual artifact appears when rotating the device Also, having social login options would be convenient. Additionally, speed is fine most of the time but dips during sales events.",neutral,"bug,login,performance"
"For what it's worth, it would help if order tracking showed more granular status updates Furthermore, it would be helpful if more local payment methods were available. On top of that, a denser information layout might help experienced users.",neutral,"feature_request,payment,ui"
The payment page could list accepted cards more clearly And is there a dedicated phone line for premium members?.,neutral,"payment,support"
Buttons are tiny on my phone – please add a more touch-friendly design Hope this gets fixed soon.,neutral,"feature_request,ui"
I have not encountered any closes unexpectedly or glitches recently Please look into it.,positive,bug
"Checkout throws an unexpected error after I confirm the amount Additionally, the new interface is confusing and I'm unable to find the settings menu.",negative,"payment,ui"
"I noticed there are limited payment options for international cards Additionally, the font size could be adjustable for better readability.",neutral,"payment,ui"
"Checkout throws an unexpected error after I confirm the amount Furthermore, the app takes forever to load even on a strong Wi-Fi connection.",negative,"payment,performance"
"Card payment worked on the first try and confirmation arrived immediately Also, even with a large catalog the search is impressively fast Please look into it.",positive,"payment,performance"
"I've noticed that scrolling through the product list is choppy and freezes frequently Also, the layout looks broken on tablet screens and elements overlap.",negative,"performance,ui"
Thankfully the support team followed up to make sure everything was working again.,positive,support
I was able to complete the purchase in just a few clicks,positive,payment
Having a bulk-add-to-cart option would speed things up for me Looking forward to an update.,neutral,feature_request
Overall there is still no way to export my order history as a PDF.,negative,feature_request
"A rare flicker happens when opening the profile section Additionally, the font size could be adjustable for better readability.",neutral,"bug,ui"
"In my experience there might be a minor display glitch on certain Android versions Furthermore, a comparison tool for similar products would be a welcome addition. And i wish there was an option to stay logged in for longer periods.",neutral,"bug,feature_request,login"
"I cannot complete the purchase because the payment button stays disabled Additionally, the app takes forever to load even on a strong Wi-Fi connection.",negative,"payment,performance"
"The absence of a price-drop alert is disappointing Plus, email replies take more than 48 hours and often miss the point.",negative,"feature_request,support"
"Lately i encounter a random error code that forces me to restart the app Furthermore, there is still no way to export my order history as a PDF. Furthermore, two-factor authentication codes are not being delivered.",negative,"bug,feature_request,login"
"The app freezes completely when I switch between tabs quickly Furthermore, missing the ability to save multiple shipping addresses is inconvenient. At the same time, buttons are too small on mobile and I keep tapping the wrong ones.",negative,"bug,feature_request,ui"
"I encounter a random error code that forces me to restart the app Furthermore, refund for the cancelled order has not been processed after a week.",negative,"bug,payment"
One problem I keep seeing is that two-factor authentication codes are not being delivered.,negative,login
"Password reset emails never arrive in my inbox Besides that, customer service kept transferring me between departments without resolving anything.",negative,"login,support"
"Honestly, i love the new one-click reorder feature; it saves me so much time Besides that, account access has been reliable every time I need it.",positive,"feature_request,login"
"In my experience the payment page could list accepted cards more clearly Besides that, the knowledge base articles are useful but could cover more edge cases.",neutral,"payment,support"
Having social login options would be convenient And performance seems acceptable on Wi-Fi but slower on mobile data Happened more than once already.,neutral,"login,performance"
"Lately notifications keep appearing even after I have dismissed them Furthermore, the application becomes extremely slow when I have many items in the cart.",negative,"bug,performance"
"Quick note: the login form could remember my username for next time Additionally, some icons could use clearer labels This is frustrating.",neutral,"login,ui"
"The application becomes extremely slow when I have many items in the cart At the same time, i submitted a ticket three days ago and have not received any update.",negative,"performance,support"
Layout and spacing feel comfortable on both phone and tablet.,positive,ui
"Notifications keep appearing even after I have dismissed them And the money left my account but the order never appeared in my history. Also, the dark mode has white text on light backgrounds in several places.",negative,"bug,payment,ui"
"I've noticed that some banks seem to be unsupported at the moment Besides that, the font size could be adjustable for better readability.",neutral,"payment,ui"
Unfortunately there might be a minor display glitch on certain Android versions Keep up the good work.,neutral,bug
"I encounter a random error code that forces me to restart the app Furthermore, checkout throws an unexpected error after I confirm the amount.",negative,"bug,payment"
Quick note: oTP verification fails every single time I try to access my account.,negative,login
Occasionally a button remains highlighted after I release it Keep up the good work.,neutral,bug
Just wanted to mention that i was told the issue was escalated but never heard back This is frustrating.,negative,support
Getting a human agent feels nearly impossible through the chat.,negative,support
"A small visual artifact appears when rotating the device On top of that, is it possible to link multiple email addresses to one account? On top of that, a denser information layout might help experienced users This is frustrating.",neutral,"bug,login,ui"
Overall the interface is intuitive and I found what I needed right away Otherwise the experience is good.,positive,ui
Quick note: refund was issued quickly after I cancelled the order.,positive,payment
Lately loved how easy it was to pay with my preferred method And even with a large catalog the search is impressively fast.,positive,"payment,performance"
"The support team followed up to make sure everything was working again Furthermore, the redesigned dashboard looks clean and is easy to navigate Thanks!",positive,"support,ui"
"The newly introduced filters have made shopping much easier Besides that, i was able to complete the purchase in just a few clicks Otherwise the experience is good.",positive,"feature_request,payment"
The payment screen freezes whenever I try to finalize the purchase.,negative,payment
"To be honest, the new biometric login option is really convenient Plus, live chat support was available immediately and solved everything quickly Thanks!",positive,"login,support"
Load times are average compared to other shopping apps I use And response time is acceptable on weekdays but slower on weekends Hope this gets fixed soon.,neutral,"performance,support"
My bank declined the transaction even though I have sufficient funds And menus hide behind gestures that are hard to discover.,negative,"payment,ui"
"The recently added recommendation engine is surprisingly accurate Furthermore, live chat support was available immediately and solved everything quickly.",positive,"feature_request,support"
"One problem I keep seeing is that session expires immediately after I successfully log in Plus, the checkout process aborted halfway and I am not sure if I was charged. And phone support put me on hold for twenty minutes and then the call dropped.",negative,"login,payment,support"
"A small visual artifact appears when rotating the device At the same time, a longer session timeout would reduce the need to re-authenticate.",neutral,"bug,login"
"The newly introduced filters have made shopping much easier Additionally, logging in is fast and the remember-me feature works perfectly. And i like the new visual style; everything feels modern and polished.",positive,"feature_request,login,ui"
"Everything has been running stably for the past few weeks Furthermore, the payment options are convenient and processed instantly.",positive,"bug,payment"
"A small visual artifact appears when rotating the device On top of that, a comparison tool for similar products would be a welcome addition.",neutral,"bug,feature_request"
"I encounter a random error code that forces me to restart the app And wishlist functionality is missing and I keep losing track of items. Furthermore, the dark mode has white text on light backgrounds in several places.",negative,"bug,feature_request,ui"
I've noticed that trying to pay with my saved card always results in an authorization error.,negative,payment
"I am locked out of my account and the recovery process is broken At the same time, phone support put me on hold for twenty minutes and then the call dropped. Plus, the layout looks broken on tablet screens and elements overlap.",negative,"login,support,ui"
Please consider adding support for more regional languages Would appreciate a fix.,neutral,feature_request
"Just wanted to mention that adding a price-drop alert feature would help me a lot Plus, performance seems acceptable on Wi-Fi but slower on mobile data Keep up the good work.",neutral,"feature_request,performance"
"For what it's worth, the recent addition of order notes is a nice touch Also, live chat support was available immediately and solved everything quickly.",positive,"feature_request,support"
Overall the redesigned dashboard looks clean and is easy to navigate.,positive,ui
"No option exists to schedule deliveries for a later date Additionally, pages take more than ten seconds to render after I click a link.",negative,"feature_request,performance"
In my experience the dark mode has white text on light backgrounds in several places.,negative,ui
"Just wanted to mention that there is still no way to export my order history as a PDF Plus, session expires immediately after I successfully log in Otherwise the experience is good.",negative,"feature_request,login"
Just wanted to mention that the recent UI refresh made browsing much more pleasant kindly look into it.,positive,ui
"Notifications keep appearing even after I have dismissed them Besides that, the new interface is confusing and I cannot find the settings menu.",negative,"bug,ui"
"One problem I keep seeing is that no option exists to schedule deliveries for a later date At the same time, refund for the cancelled order has not been processed after a week. Plus, phone support put me on hold for twenty minutes and then the call dropped.",negative,"feature_request,payment,support"
"Quick note: logging in is fast and the remember-me feature works perfectly Plus, the redesigned dashboard looks clean and is easy to navigate.",positive,"login,ui"
"Missing the ability to save multiple shipping addresses is inconvenient At the same time, i paid successfully but the order status remains unpaid.",negative,"feature_request,payment"
Quick note: i waited over an hour for a response from the help desk and still got no solution.,negative,support
"In my experience everything feels responsive even when I browse many products On top of that, live chat support was available immediately and solved everything quickly.",positive,"performance,support"
"The agent understood the problem right away and fixed it Besides that, the interface is intuitive and I found what I needed right away.",positive,"support,ui"
"For what it's worth, the back button sometimes closes the entire application instead of going back.",negative,bug
"the application loads quickly and feels snappy on my device Also, i received a clear and helpful response to my query the same day.",positive,"performance,support"
"I've noticed that a comparison tool for similar products would be a welcome addition Additionally, i wish there was an option to stay logged in for longer periods. And the font size could be adjustable for better readability Thanks!",neutral,"feature_request,login,ui"
Having a callback option would make contacting support easier Would appreciate a fix.,neutral,support
"Is it possible to link multiple email addresses to one account? Also, is there a way to save multiple payment methods for faster checkout? Would appreciate a fix.",neutral,"login,payment"
"Speed is fine most of the time but dips during sales events At the same time, the knowledge base articles are useful but could cover more edge cases.",neutral,"performance,support"
"Biometric login stopped working after the latest update Plus, the amount was taken from my wallet but the cart is still full. And email replies take more than 48 hours and often miss the point Happened more than once already.",negative,"login,payment,support"
"Checkout and payment went through smoothly without any issues On top of that, i like the new visual style; everything feels modern and polished.",positive,"payment,ui"
"For what it's worth, the payment options are convenient and processed instantly.",positive,payment
"The back button sometimes closes the entire application instead of going back At the same time, selecting any card payment method redirects me to a blank page.",negative,"bug,payment"
"Just a heads-up: there might be a minor display glitch on certain Android versions Also, support for guest checkout without creating an account would be convenient. Plus, i would prefer a simpler layout with fewer colors.",neutral,"bug,feature_request,ui"
Just a heads-up: no unexpected errors so far this month.,positive,bug
"Session expires immediately after I successfully log in Additionally, i cannot complete the purchase because the payment button stays disabled.",negative,"login,payment"
"I encounter a random error code that forces me to restart the app Additionally, after logging out I am unable to log back in on the same device.",negative,"bug,login"
"I am forced to reset my password every few days for no reason Furthermore, every action seems to wait several seconds before responding Otherwise the experience is good.",negative,"login,performance"
"I really need a dark mode option that actually works system-wide Besides that, after logging out I am unable to log back in on the same device.",negative,"feature_request,login"
"The payment page freezes whenever I try to finalize the purchase At the same time, every action seems to wait several seconds before responding.",negative,"payment,performance"
I was able to complete the purchase in just a few clicks Otherwise the experience is good.,positive,payment
"I really need a dark mode option that actually works system-wide Additionally, credit card payment keeps failing with a generic error. Additionally, scrolling through the product list is choppy and freezes frequently.",negative,"feature_request,payment,performance"
A small visual artifact appears when rotating the device And performance seems acceptable on Wi-Fi but slower on mobile data Happened more than once already.,neutral,"bug,performance"
"Password reset emails never arrive in my inbox On top of that, i was told the issue was escalated but never heard back. Additionally, the dark mode has white text on light backgrounds in several places.",negative,"login,support,ui"
"After logging out I am unable to log back in on the same device Plus, i waited over an hour for a response from the help desk and still got no solution. And the new interface is confusing and I cannot find the settings menu Thanks!",negative,"login,support,ui"
"Some banks seem to be unsupported at the moment Besides that, performance seems acceptable on Wi-Fi but slower on mobile data.",neutral,"payment,performance"
"The cart empties itself for no apparent reason Plus, the application becomes extremely slow when I have many items in the cart Looking forward to an update.",negative,"bug,performance"
Lately the knowledge base articles are useful but could cover more edge cases Keep up the good work.,neutral,support
"Please consider adding support for more regional languages Furthermore, response time is acceptable on weekdays but slower on weekends.",neutral,"feature_request,support"
Thankfully checkout and payment went through smoothly without any issues Hope this gets fixed soon.,positive,payment
The amount was taken from my wallet but the cart is still full Would appreciate a fix.,negative,payment
"I have not encountered any crashes or glitches recently Plus, account access has been reliable every time I need it. And even with a large catalog the search is impressively fast Otherwise the experience is good.",positive,"bug,login,performance"
Paying was straightforward and I received the receipt right away.,positive,payment
Just wanted to mention that pages take more than ten seconds to render after I click a link.,negative,performance
"Biometric login stopped working after the latest update Plus, my bank declined the transaction even though I have sufficient funds. Also, font sizes are inconsistent across different screens.",negative,"login,payment,ui"
"After selecting UPI the screen just hangs and nothing happens At the same time, i waited over an hour for a response from the help desk and still got no solution.",negative,"payment,support"
Some icons could use clearer labels Please look into it.,neutral,ui
In my experience the redesigned dashboard looks clean and is easy to navigate.,positive,ui
"Notifications keep appearing even after I have dismissed them And wishlist functionality is missing and I keep losing track of items. Also, getting a human agent feels nearly impossible through the chat.",negative,"bug,feature_request,support"
"The cart empties itself for no apparent reason Also, the login page keeps saying invalid credentials even with the correct password. Plus, the payment page freezes whenever I try to finalize the purchase Looking forward to an update.",negative,"bug,login,payment"
"Occasionally a button remains highlighted after I release it At the same time, i would like to see integration with more third-party wallets This is frustrating.",neutral,"bug,feature_request"
I was charged twice for the same order and cannot get a refund Keep up the good work.,negative,payment
One problem I keep seeing is that performance seems acceptable on Wi-Fi but slower on mobile data.,neutral,performance
"I cannot complete the purchase because the payment button stays disabled Plus, every action seems to wait several seconds before responding.",negative,"payment,performance"
"I encounter a random error code that forces me to restart the app On top of that, there is still no way to export my order history as a PDF. And the support chat bot only gives canned replies that do not address my problem.",negative,"bug,feature_request,support"
It would be great if Apple Pay and Google Pay were supported at checkout Thanks!,neutral,"feature_request,payment"
"Password recovery was straightforward and I was back in minutes Furthermore, i received a clear and helpful response to my query the same day.",positive,"login,support"
"One problem I keep seeing is that password recovery was straightforward and I was back in minutes Plus, live chat support was available immediately and solved everything quickly Hope this gets fixed soon.",positive,"login,support"
"The recently added recommendation engine is surprisingly accurate Also, performance has improved a lot after the recent update.",positive,"feature_request,performance"
"The latest update seems to have fixed the previous stability issues Besides that, the help desk agent went the extra mile to fix the problem for me.",positive,"bug,support"
"Quick note: i keep getting account not found despite having registered last week Furthermore, menus hide behind gestures that are hard to discover",negative,"login,ui"
"To be honest, there might be a minor display glitch on certain Android versions Plus, having a bulk-add-to-cart option would speed things up for me.",neutral,"bug,feature_request"
"In my experience search returns no results even for products I know exist Also, the transaction failed twice when I tried to complete checkout Thanks!",negative,"bug,payment"
In my experience have you considered adding a compact view for power users?,neutral,ui
"Just wanted to mention that the latest update seems to have fixed the previous stability issues At the same time, logging in is fast and the remember-me feature works perfectly. And i like the new visual style; everything feels modern and polished.",positive,"bug,login,ui"
Layout and spacing feel comfortable on both phone and tablet Looking forward to an update.,positive,ui
I noticed there are limited payment options for international cards Looking forward to an update.,neutral,payment
"I would like to see integration with more third-party wallets Additionally, response time is acceptable on weekdays but slower on weekends.",neutral,"feature_request,support"
"The back button sometimes closes the entire application instead of going back Plus, navigation feels cluttered and important options are buried deep.",negative,"bug,ui"
"Honestly, the whole checkout flow felt secure and fast Furthermore, the redesigned dashboard looks clean and is easy to navigate.",positive,"payment,ui"
"One problem I keep seeing is that having social login options would be convenient Besides that, i wonder if there is a lighter version of the app for older phones This is frustrating.",neutral,"login,performance"
Lately a small visual artifact appears when rotating the device.,neutral,bug
"Honestly, i cannot sign in after changing my password yesterday And the product cards look cramped and hard to scan quickly.",negative,"login,ui"
"There might be a minor display glitch on certain Android versions At the same time, the login form could remember my username for next time. Besides that, the font size could be adjustable for better readability.",neutral,"bug,login,ui"
"Unfortunately the newly introduced filters have made shopping much easier At the same time, i received a clear and helpful response to my query the same day.",positive,"feature_request,support"
"I am locked out of my account and the recovery process is broken Furthermore, the new interface is confusing and I cannot find the settings menu Keep up the good work.",negative,"login,ui"
"No option exists to schedule deliveries for a later date Also, the layout looks broken on tablet screens and elements overlap Keep up the good work.",negative,"feature_request,ui"
Two-factor authentication codes are not being delivered Happened more than once already.,negative,login
Lately i love the new one-click reorder feature; it saves me so much time Keep up the good work.,positive,feature_request
Password recovery was straightforward and I was back in minutes kindly look into it.,positive,login
Layout and spacing feel comfortable on both phone and tablet Otherwise the experience is good.,positive,ui
One problem I keep seeing is that loading times are terrible and the app often becomes unresponsive Would appreciate a fix.,negative,"bug,performance"
"Unfortunately notifications keep appearing even after I have dismissed them Furthermore, getting a human agent feels nearly impossible through the chat.",negative,"bug,support"
"There might be a minor display glitch on certain Android versions Besides that, i would like to see integration with more third-party wallets. Plus, some banks seem to be unsupported at the moment.",neutral,"bug,feature_request,payment"
"The filter options stop working after the first selection Plus, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,performance"
"Every action seems to wait several seconds before responding Plus, the agent I spoke with was unhelpful and seemed unfamiliar with the issue This is frustrating.",negative,"performance,support"
"Just wanted to mention that the recently added recommendation engine is surprisingly accurate Furthermore, the new biometric login option is really convenient Keep up the good work.",positive,"feature_request,login"
"Account access has been reliable every time I need it Plus, checkout and payment went through smoothly without any issues.",positive,"login,payment"
"The recently added recommendation engine is surprisingly accurate Additionally, paying was straightforward and I received the receipt right away. On top of that, customer support resolved my issue within minutes and were very polite Would appreciate a fix.",positive,"feature_request,payment,support"
"Password recovery was straightforward and I was back in minutes Furthermore, customer support resolved my issue within minutes and were very polite",positive,"login,support"
Some icons could use clearer labels.,neutral,ui
"Support for guest checkout without creating an account would be convenient Additionally, some banks seem to be unsupported at the moment. Additionally, load times are average compared to other shopping apps I use.",neutral,"feature_request,payment,performance"
"For what it's worth, loved how easy it was to pay with my preferred method.",positive,payment
"Quick note: money was deducted from my account yet I never received a confirmation Additionally, the whole experience is sluggish compared to similar services.",negative,"payment,performance"
The latest update seems to have fixed the previous stability issues Otherwise the experience is good.,positive,bug
"To be honest, clicking the save button does nothing and changes are lost Additionally, checkout becomes unresponsive right after I enter my card details. Furthermore, everything feels laggy and unresponsive during peak hours.",negative,"bug,payment,performance"
Performance has improved a lot after the recent update Would appreciate a fix.,positive,performance
Wishlist functionality is missing and I keep losing track of items,negative,feature_request
"For what it's worth, the list of supported cards could be shown more prominently Otherwise the experience is good.",neutral,payment
"The whole checkout flow felt secure and fast Plus, the help desk agent went the extra mile to fix the problem for me.",positive,"payment,support"
"Even with a large catalog the search is impressively fast Also, the interface is intuitive and I found what I needed right away.",positive,"performance,ui"
"Honestly, it would help if order tracking showed more granular status updates",neutral,feature_request
"Just a heads-up: the cart empties itself for no apparent reason At the same time, icons are not intuitive and I have to guess what each one does.",negative,"bug,ui"
"I never receive the verification code needed to complete sign-in On top of that, loading the homepage alone consumes a lot of data and battery Would appreciate a fix.",negative,"login,performance"
The latest update seems to have fixed the previous stability issues Happened more than once already.,positive,bug
"Just a heads-up: the app freezes completely when I switch between tabs quickly On top of that, i was told the issue was escalated but never heard back.",negative,"bug,support"
"The filter options stop working after the first selection Also, the color contrast makes some text almost unreadable Otherwise the experience is good.",negative,"bug,ui"
"Logging in is fast and the remember-me feature works perfectly Plus, refund was issued quickly after I cancelled the order.",positive,"login,payment"
Scrolling through the product list is choppy and freezes frequently Thanks!,negative,performance
"In my experience the list of supported cards could be shown more prominently Plus, some icons could use clearer labels Please look into it.",neutral,"payment,ui"
In my experience the payment gateway timed out and now I'm unsure if the order went through.,negative,payment
Thankfully i waited over an hour for a response from the help desk and still got no solution.,negative,support
"Speed is fine most of the time but dips during sales events Furthermore, response time is acceptable on weekdays but slower on weekends. Plus, a denser information layout might help experienced users.",neutral,"performance,support,ui"
"To be honest, the absence of a price-drop alert is disappointing Also, search results take ages to appear and sometimes never load.",negative,"feature_request,performance"
Lately the list of supported cards could be shown more prominently.,neutral,payment
"The login form could remember my username for next time Additionally, having a callback option would make contacting support easier. And the font size could be adjustable for better readability",neutral,"login,support,ui"
"The absence of a price-drop alert is disappointing And password reset emails never arrive in my inbox. Besides that, menus hide behind gestures that are hard to discover.",negative,"feature_request,login,ui"
"Search returns no results even for products I know exist Furthermore, there is still no way to export my order history as a PDF Keep up the good work.",negative,"bug,feature_request"
Lately the login form could remember my username for next time.,neutral,login
A small visual artifact appears when rotating the device And i wonder if there is a lighter version of the application for older phones.,neutral,"bug,performance"
"Overall it would help if order tracking showed more granular status updates At the same time, some icons could use clearer labels.",neutral,"feature_request,ui"
"Thankfully the whole checkout flow felt secure and fast Furthermore, the support team followed up to make sure everything was working again.",positive,"payment,support"
"No option exists to schedule deliveries for a later date Additionally, switching between tabs causes noticeable delays.",negative,"feature_request,performance"
"Overall the absence of a price-drop alert is disappointing Additionally, images load so slowly that the page feels incomplete for a long time.",negative,"feature_request,performance"
"In my experience refund for the cancelled order has not been processed after a week On top of that, the agent I spoke with was unhelpful and seemed unfamiliar with the issue.",negative,"payment,support"
"The back button sometimes closes the entire application instead of going back On top of that, the support chat bot only gives canned replies that do not address my problem.",negative,"bug,support"
Account access has been reliable every time I need it Hope this gets fixed soon.,positive,login
It would be helpful if more local payment methods were available And the font size could be adjustable for better readability,neutral,"payment,ui"
"I encounter a random error code that forces me to restart the app Plus, checkout becomes unresponsive right after I enter my card details Looking forward to an update.",negative,"bug,payment"
A white screen appears and nothing loads after the splash screen Thanks!,negative,bug
Overall the payment gateway timed out and now I'm unsure if the order went through And the dark mode has white text on light backgrounds in several places.,negative,"payment,ui"
"The login form could remember my username for next time Also, i would prefer a simpler layout with fewer colors.",neutral,"login,ui"
Please add the ability to share product links directly to messaging apps Keep up the good work.,neutral,feature_request
"Clicking the save button does nothing and changes are lost Also, there is still no way to export my order history as a PDF. Also, the remember me option does not actually keep me signed in.",negative,"bug,feature_request,login"
"Paying was straightforward and I received the receipt right away At the same time, layout and spacing feel comfortable on both phone and tablet.",positive,"payment,ui"
"For what it's worth, the sign-in button does nothing when I click it Furthermore, navigation feels cluttered and important options are buried deep Looking forward to an update.",negative,"login,ui"
"Having social login options would be convenient Also, load times are average compared to other shopping apps I use. And some icons could use clearer labels.",neutral,"login,performance,ui"
"I really need a dark mode option that actually works system-wide Besides that, i keep getting account not found despite having registered last week. Additionally, the product cards look cramped and hard to scan quickly Would appreciate a fix.",negative,"feature_request,login,ui"
