feedback,processed_text,sentiment,category
"For some reason, please add notifications for price changes This happens repeatedly.",reason please add notification price change happens repeatedly,positive,feature_request
I noticed that i would like to schedule deliveries This happens repeatedly.,noticed would like schedule delivery happens repeatedly,neutral,feature_request
"Recently, customer service was very helpful This happens repeatedly.",recently customer service helpful happens repeatedly,negative,support
"Unfortunately, my payment is stuck Please look into it.",unfortunately payment stuck please look,negative,payment
I have not received a response from support Please help.,received response support please help,negative,support
The order status is displaying incorrectly This happens repeatedly.,order status displaying incorrectly happens repeatedly,neutral,bug
I cannot complete the payment Please look into it.,complete payment please look,negative,payment
"For some reason, the customer care representative was helpful",reason customer care representative helpful,negative,support
"Honestly, the order status is displaying incorrectly This happens repeatedly.",honestly order status displaying incorrectly happens repeatedly,negative,bug
"Today, the app becomes slow during checkout This happens repeatedly.",today app becomes slow checkout happens repeatedly,negative,performance
"Honestly, the app logs me out whenever I try to sign in",honestly app log whenever try sign,negative,login
"Unfortunately, the notification is showing the wrong information This happens repeatedly.",unfortunately notification showing wrong information happens repeatedly,negative,bug
"Today, please add a filter for previous orders This happens repeatedly.",today please add filter previous order happens repeatedly,neutral,feature_request
I am having trouble because the new interface looks clean I need assistance.,trouble new interface look clean need assistance,neutral,ui
It takes forever to open the dashboard Please look into it.,take forever open dashboard please look,negative,performance
"Recently, the text on the screen is too small This happens repeatedly.",recently text screen small happens repeatedly,negative,ui
"Today, money was deducted but the payment failed Can you fix this?",today money deducted payment failed fix,neutral,payment
I noticed that the application closes unexpectedly,noticed application close unexpectedly,negative,bug
"Honestly, i am happy with the assistance I received",honestly happy assistance received,neutral,support
"For some reason, the payment page shows an error Please help.",reason payment page show error please help,negative,payment
"Unfortunately, the order status is displaying incorrectly Can you fix this?",unfortunately order status displaying incorrectly fix,negative,bug
"Honestly, the notification is showing the wrong information This happens repeatedly.",honestly notification showing wrong information happens repeatedly,negative,bug
"For some reason, the password reset link is not working",reason password reset link working,negative,login
"Recently, the buttons are difficult to find Please help.",recently button difficult find please help,positive,ui
I am having trouble because i found a bug in the checkout process I need assistance.,trouble found bug checkout process need assistance,neutral,bug
"Today, something is broken in the application",today something broken application,negative,bug
"Honestly, uPI payment is not going through This happens repeatedly.",honestly upi payment going happens repeatedly,negative,payment
I am having trouble because login takes me back to the sign in page I need assistance.,trouble login take back sign page need assistance,negative,login
"Unfortunately, the dashboard looks great This happens repeatedly.",unfortunately dashboard look great happens repeatedly,negative,ui
"Honestly, the OTP is not arriving during login I need assistance.",honestly otp arriving login need assistance,negative,login
"Recently, every screen takes a long time to open",recently every screen take long time open,negative,performance
I noticed that pages are loading slowly This happens repeatedly.,noticed page loading slowly happens repeatedly,negative,performance
I am having trouble because it would be useful to have a wishlist This happens repeatedly.,trouble would useful wishlist happens repeatedly,neutral,feature_request
"Unfortunately, the application interface is easy to use",unfortunately application interface easy use,negative,ui
"Honestly, the app crashes whenever I upload a file Can you fix this?",honestly app crash whenever upload file fix,negative,bug
"For some reason, the notification is showing the wrong information This happens repeatedly.",reason notification showing wrong information happens repeatedly,negative,bug
It would be great to have a dark theme,would great dark theme,neutral,feature_request
"Unfortunately, the buttons are difficult to find This happens repeatedly.",unfortunately button difficult find happens repeatedly,positive,ui
I noticed that the text on the screen is too small Can you fix this?,noticed text screen small fix,neutral,ui
I am having trouble because the app logs me out whenever I try to sign in Please look into it.,trouble app log whenever try sign please look,negative,login
"Recently, the payment page shows an error This happens repeatedly.",recently payment page show error happens repeatedly,negative,payment
"Honestly, the page becomes blank after clicking the button This happens repeatedly.",honestly page becomes blank clicking button happens repeatedly,negative,bug
"Honestly, the colors and layout make the app easy to use Please look into it.",honestly color layout make app easy use please look,positive,ui
"Unfortunately, the app crashes whenever I upload a file Can you fix this?",unfortunately app crash whenever upload file fix,negative,bug
"Honestly, my payment failed while placing the order Please help.",honestly payment failed placing order please help,negative,payment
I am unable to access my account This happens repeatedly.,unable access account happens repeatedly,neutral,login
"Unfortunately, the login page is not working This happens repeatedly.",unfortunately login page working happens repeatedly,negative,login
I noticed that money was deducted but the payment failed Please look into it.,noticed money deducted payment failed please look,negative,payment
I noticed that my account login keeps failing I need assistance.,noticed account login keep failing need assistance,negative,login
I noticed that i found a bug in the checkout process Please help.,noticed found bug checkout process please help,negative,bug
"Recently, i cannot complete the payment Please help.",recently complete payment please help,negative,payment
"Unfortunately, i cannot complete the payment Please help.",unfortunately complete payment please help,negative,payment
"Today, the application freezes frequently",today application freeze frequently,negative,performance
"Honestly, the search results are incorrect",honestly search result incorrect,negative,bug
I am having trouble because the app logs me out whenever I try to sign in This happens repeatedly.,trouble app log whenever try sign happens repeatedly,negative,login
"Unfortunately, please add notifications for price changes This happens repeatedly.",unfortunately please add notification price change happens repeatedly,neutral,feature_request
I noticed that every screen takes a long time to open I need assistance.,noticed every screen take long time open need assistance,negative,performance
"For some reason, the login page is not working This happens repeatedly.",reason login page working happens repeatedly,negative,login
"For some reason, the app shows an error after checkout This is frustrating.",reason app show error checkout frustrating,neutral,bug
I am having trouble because the text on the screen is too small This is frustrating.,trouble text screen small frustrating,neutral,ui
"Unfortunately, the support staff were polite and professional This happens repeatedly.",unfortunately support staff polite professional happens repeatedly,neutral,support
"Unfortunately, the payment page shows an error This happens repeatedly.",unfortunately payment page show error happens repeatedly,negative,payment
The page becomes blank after clicking the button This is frustrating.,page becomes blank clicking button frustrating,neutral,bug
Login takes me back to the sign in page This happens repeatedly.,login take back sign page happens repeatedly,negative,login
I am having trouble because the app becomes slow during checkout Please look into it.,trouble app becomes slow checkout please look,negative,performance
I noticed that it would be useful to have a wishlist Please help.,noticed would useful wishlist please help,neutral,feature_request
"For some reason, i have not received a response from support I need assistance.",reason received response support need assistance,negative,support
"Unfortunately, the interface needs improvement Please help.",unfortunately interface need improvement please help,neutral,ui
I noticed that i found a bug in the checkout process Please help.,noticed found bug checkout process please help,negative,bug
My account login keeps failing Can you fix this?,account login keep failing fix,negative,login
"Recently, please add more payment methods Please look into it.",recently please add payment method please look,neutral,feature_request
"For some reason, the interface needs improvement Please look into it.",reason interface need improvement please look,negative,ui
"Unfortunately, the transaction was declined Please help.",unfortunately transaction declined please help,negative,payment
"For some reason, the menu layout is confusing This is frustrating.",reason menu layout confusing frustrating,neutral,ui
I am having trouble because i am unable to pay for my order I need assistance.,trouble unable pay order need assistance,negative,payment
"Honestly, it takes forever to open the dashboard This is frustrating.",honestly take forever open dashboard frustrating,negative,performance
I am having trouble because the app logs me out whenever I try to sign in This is frustrating.,trouble app log whenever try sign frustrating,neutral,login
I am having trouble because support took too long to respond Please look into it.,trouble support took long respond please look,positive,support
"Recently, can you add fingerprint login Please look into it.",recently add fingerprint login please look,neutral,feature_request
Please add a filter for previous orders Please help.,please add filter previous order please help,positive,feature_request
"Honestly, customer service was very helpful I need assistance.",honestly customer service helpful need assistance,positive,support
"For some reason, i cannot verify my account",reason verify account,negative,login
"Honestly, the support experience was disappointing I need assistance.",honestly support experience disappointing need assistance,positive,support
I noticed that the order status is displaying incorrectly Please look into it.,noticed order status displaying incorrectly please look,negative,bug
"For some reason, please provide an option to change the language Please look into it.",reason please provide option change language please look,neutral,feature_request
I am having trouble because the website is extremely slow today This is frustrating.,trouble website extremely slow today frustrating,negative,performance
I am having trouble because every screen takes a long time to open Please look into it.,trouble every screen take long time open please look,negative,performance
"Honestly, login takes me back to the sign in page This happens repeatedly.",honestly login take back sign page happens repeatedly,neutral,login
"Today, the app becomes slow during checkout This happens repeatedly.",today app becomes slow checkout happens repeatedly,negative,performance
"For some reason, uPI payment is not going through Please look into it.",reason upi payment going please look,negative,payment
I noticed that my account login keeps failing This happens repeatedly.,noticed account login keep failing happens repeatedly,negative,login
"Unfortunately, i found a bug in the checkout process I need assistance.",unfortunately found bug checkout process need assistance,negative,bug
"Recently, i cannot complete the payment I need assistance.",recently complete payment need assistance,negative,payment
"Honestly, the application freezes frequently This happens repeatedly.",honestly application freeze frequently happens repeatedly,negative,performance
"Honestly, i cannot verify my account Can you fix this?",honestly verify account fix,negative,login
I am having trouble because uPI payment is not going through I need assistance.,trouble upi payment going need assistance,negative,payment
"Honestly, the app takes too long to load",honestly app take long load,negative,performance
I noticed that the app takes too long to load,noticed app take long load,negative,performance
"Honestly, can you add fingerprint login This is frustrating.",honestly add fingerprint login frustrating,neutral,feature_request
"Unfortunately, the password reset link is not working",unfortunately password reset link working,negative,login
"Honestly, the payment page shows an error Can you fix this?",honestly payment page show error fix,negative,payment
I am having trouble because i was charged but the order was not placed Can you fix this?,trouble charged order placed fix,negative,payment
"Recently, support took too long to respond Please look into it.",recently support took long respond please look,negative,support
"Honestly, i would like an option to download invoices",honestly would like option download invoice,neutral,feature_request
"For some reason, login takes me back to the sign in page Please look into it.",reason login take back sign page please look,negative,login
"Honestly, the text on the screen is too small Please help.",honestly text screen small please help,neutral,ui
I noticed that please add more payment methods Please look into it.,noticed please add payment method please look,neutral,feature_request
I noticed that the application is lagging badly,noticed application lagging badly,negative,performance
"Recently, the new interface looks clean Can you fix this?",recently new interface look clean fix,negative,ui
"Unfortunately, please add more payment methods Can you fix this?",unfortunately please add payment method fix,neutral,feature_request
"Unfortunately, the application is lagging badly This is frustrating.",unfortunately application lagging badly frustrating,negative,performance
I noticed that the menu layout is confusing This is frustrating.,noticed menu layout confusing frustrating,negative,ui
I am having trouble because the application is very slow This is frustrating.,trouble application slow frustrating,negative,performance
The transaction was declined This is frustrating.,transaction declined frustrating,negative,payment
"Recently, the password reset link is not working This happens repeatedly.",recently password reset link working happens repeatedly,negative,login
"For some reason, something is broken in the application This happens repeatedly.",reason something broken application happens repeatedly,negative,bug
"Recently, every screen takes a long time to open Please look into it.",recently every screen take long time open please look,negative,performance
I am having trouble because the application is lagging badly Please help.,trouble application lagging badly please help,negative,performance
I am having trouble because the support staff were polite and professional Please look into it.,trouble support staff polite professional please look,positive,support
I am having trouble because please add a filter for previous orders Please help.,trouble please add filter previous order please help,neutral,feature_request
It takes forever to open the dashboard Can you fix this?,take forever open dashboard fix,negative,performance
My account login keeps failing I need assistance.,account login keep failing need assistance,negative,login
The order status is displaying incorrectly Please look into it.,order status displaying incorrectly please look,negative,bug
I noticed that uPI payment is not going through Please look into it.,noticed upi payment going please look,negative,payment
"Recently, the support team did not resolve my problem",recently support team resolve problem,neutral,support
"Recently, the interface needs improvement Please look into it.",recently interface need improvement please look,negative,ui
"Recently, please add a filter for previous orders This happens repeatedly.",recently please add filter previous order happens repeatedly,neutral,feature_request
The app takes too long to load Can you fix this?,app take long load fix,negative,performance
I am having trouble because my payment is stuck This happens repeatedly.,trouble payment stuck happens repeatedly,negative,payment
"Honestly, the application crashes when I open my profile This is frustrating.",honestly application crash open profile frustrating,negative,bug
"Recently, i am unable to pay for my order Can you fix this?",recently unable pay order fix,negative,payment
"Unfortunately, please add a filter for previous orders This happens repeatedly.",unfortunately please add filter previous order happens repeatedly,neutral,feature_request
"Recently, the buttons are difficult to find This happens repeatedly.",recently button difficult find happens repeatedly,negative,ui
"Today, the OTP is not arriving during login This is frustrating.",today otp arriving login frustrating,negative,login
"For some reason, nobody from customer support has contacted me",reason nobody customer support contacted,positive,support
"For some reason, please add notifications for price changes This is frustrating.",reason please add notification price change frustrating,neutral,feature_request
"Recently, the interface needs improvement I need assistance.",recently interface need improvement need assistance,negative,ui
"Today, please provide an option to change the language Please look into it.",today please provide option change language please look,neutral,feature_request
I noticed that the support experience was disappointing Please help.,noticed support experience disappointing please help,negative,support
I am having trouble because please add dark mode to the application,trouble please add dark mode application,neutral,feature_request
"Unfortunately, support took too long to respond Please help.",unfortunately support took long respond please help,negative,support
I am having trouble because my account login keeps failing Can you fix this?,trouble account login keep failing fix,neutral,login
I am having trouble because the colors and layout make the app easy to use This is frustrating.,trouble color layout make app easy use frustrating,negative,ui
"Recently, please add notifications for price changes Can you fix this?",recently please add notification price change fix,neutral,feature_request
"For some reason, my payment is stuck Please help.",reason payment stuck please help,negative,payment
I noticed that i forgot my password and cannot sign in I need assistance.,noticed forgot password sign need assistance,negative,login
"Honestly, i am unable to access my account",honestly unable access account,negative,login
I would like to schedule deliveries Please look into it.,would like schedule delivery please look,positive,feature_request
I am having trouble because my payment is stuck,trouble payment stuck,negative,payment
I am having trouble because the support team did not resolve my problem This is frustrating.,trouble support team resolve problem frustrating,negative,support
Something is broken in the application Can you fix this?,something broken application fix,negative,bug
"Honestly, the text on the screen is too small Please look into it.",honestly text screen small please look,negative,ui
"Honestly, the app takes too long to load",honestly app take long load,neutral,performance
"Today, please add notifications for price changes Please help.",today please add notification price change please help,neutral,feature_request
"Honestly, can you add fingerprint login Please look into it.",honestly add fingerprint login please look,neutral,feature_request
I am having trouble because the notification is showing the wrong information Please look into it.,trouble notification showing wrong information please look,negative,bug
"Unfortunately, i cannot login to my account This is frustrating.",unfortunately login account frustrating,negative,login
"Today, please add notifications for price changes Please look into it.",today please add notification price change please look,neutral,feature_request
I noticed that it would be useful to have a wishlist Please help.,noticed would useful wishlist please help,neutral,feature_request
"Today, uPI payment is not going through This happens repeatedly.",today upi payment going happens repeatedly,negative,payment
The password reset link is not working Please help.,password reset link working please help,negative,login
"Today, the support team did not resolve my problem",today support team resolve problem,neutral,support
"Honestly, the application interface is easy to use Please help.",honestly application interface easy use please help,negative,ui
"Honestly, the password reset link is not working This happens repeatedly.",honestly password reset link working happens repeatedly,negative,login
"Honestly, the app crashes whenever I upload a file Please look into it.",honestly app crash whenever upload file please look,negative,bug
"Unfortunately, the support team solved my issue quickly Can you fix this?",unfortunately support team solved issue quickly fix,negative,support
I noticed that support took too long to respond Please look into it.,noticed support took long respond please look,negative,support
"For some reason, every screen takes a long time to open This is frustrating.",reason every screen take long time open frustrating,negative,performance
I am having trouble because the interface needs improvement Please help.,trouble interface need improvement please help,negative,ui
"Today, please add a filter for previous orders This is frustrating.",today please add filter previous order frustrating,neutral,feature_request
The card payment keeps failing Can you fix this?,card payment keep failing fix,negative,payment
"For some reason, i am unable to access my account",reason unable access account,negative,login
"Today, the order status is displaying incorrectly Please look into it.",today order status displaying incorrectly please look,negative,bug
"Today, pages are loading slowly I need assistance.",today page loading slowly need assistance,negative,performance
I noticed that the menu layout is confusing This happens repeatedly.,noticed menu layout confusing happens repeatedly,negative,ui
"Today, the application crashes when I open my profile Can you fix this?",today application crash open profile fix,negative,bug
The search results are incorrect,search result incorrect,negative,bug
"Today, the transaction was declined This happens repeatedly.",today transaction declined happens repeatedly,negative,payment
I am unable to access my account Please help.,unable access account please help,negative,login
"Unfortunately, my account login keeps failing",unfortunately account login keep failing,negative,login
"Honestly, the application crashes when I open my profile Please look into it.",honestly application crash open profile please look,negative,bug
I noticed that every screen takes a long time to open This is frustrating.,noticed every screen take long time open frustrating,negative,performance
I noticed that the support team did not resolve my problem This is frustrating.,noticed support team resolve problem frustrating,negative,support
"Honestly, the page becomes blank after clicking the button Can you fix this?",honestly page becomes blank clicking button fix,negative,bug
"Today, the application is lagging badly Can you fix this?",today application lagging badly fix,negative,performance
"Today, the new interface looks clean I need assistance.",today new interface look clean need assistance,negative,ui
The navigation is difficult to understand,navigation difficult understand,positive,ui
"Honestly, pages are loading slowly Can you fix this?",honestly page loading slowly fix,neutral,performance
I noticed that the application crashes when I open my profile I need assistance.,noticed application crash open profile need assistance,negative,bug
"Recently, the application freezes frequently I need assistance.",recently application freeze frequently need assistance,negative,performance
"For some reason, it would be useful to have a wishlist This happens repeatedly.",reason would useful wishlist happens repeatedly,neutral,feature_request
"Honestly, the app shows an error after checkout",honestly app show error checkout,negative,bug
"Recently, i found a bug in the checkout process Please look into it.",recently found bug checkout process please look,negative,bug
"Unfortunately, the OTP is not arriving during login This happens repeatedly.",unfortunately otp arriving login happens repeatedly,negative,login
Money was deducted but the payment failed Can you fix this?,money deducted payment failed fix,neutral,payment
"Unfortunately, please add dark mode to the application Can you fix this?",unfortunately please add dark mode application fix,neutral,feature_request
I noticed that the search results are incorrect I need assistance.,noticed search result incorrect need assistance,negative,bug
"For some reason, my payment is stuck This happens repeatedly.",reason payment stuck happens repeatedly,neutral,payment
"Today, can you add fingerprint login",today add fingerprint login,neutral,feature_request
I noticed that the interface needs improvement This happens repeatedly.,noticed interface need improvement happens repeatedly,negative,ui
"Recently, my account login keeps failing This is frustrating.",recently account login keep failing frustrating,negative,login
I forgot my password and cannot sign in,forgot password sign,negative,login
"Today, the dashboard looks great I need assistance.",today dashboard look great need assistance,neutral,ui
"Recently, the page becomes blank after clicking the button This is frustrating.",recently page becomes blank clicking button frustrating,negative,bug
"Recently, nobody from customer support has contacted me This happens repeatedly.",recently nobody customer support contacted happens repeatedly,negative,support
I am having trouble because i have not received a response from support This happens repeatedly.,trouble received response support happens repeatedly,positive,support
"Honestly, support took too long to respond This happens repeatedly.",honestly support took long respond happens repeatedly,negative,support
I noticed that pages are loading slowly I need assistance.,noticed page loading slowly need assistance,negative,performance
I noticed that the transaction was declined Please help.,noticed transaction declined please help,negative,payment
"Recently, the application is very slow Please look into it.",recently application slow please look,negative,performance
"For some reason, the customer care representative was helpful This happens repeatedly.",reason customer care representative helpful happens repeatedly,negative,support
"Unfortunately, the password reset link is not working I need assistance.",unfortunately password reset link working need assistance,neutral,login
"Recently, the search results are incorrect I need assistance.",recently search result incorrect need assistance,negative,bug
The dashboard looks great,dashboard look great,neutral,ui
"For some reason, i would like an option to download invoices Please help.",reason would like option download invoice please help,neutral,feature_request
The support team solved my issue quickly I need assistance.,support team solved issue quickly need assistance,positive,support
"Unfortunately, my payment is stuck Please help.",unfortunately payment stuck please help,negative,payment
"Honestly, my account login keeps failing This is frustrating.",honestly account login keep failing frustrating,negative,login
"For some reason, the text on the screen is too small",reason text screen small,positive,ui
"Unfortunately, the app crashes whenever I upload a file Can you fix this?",unfortunately app crash whenever upload file fix,negative,bug
"For some reason, the design is simple and user friendly This is frustrating.",reason design simple user friendly frustrating,positive,ui
"Recently, the app crashes whenever I upload a file Please help.",recently app crash whenever upload file please help,negative,bug
I am having trouble because the app shows an error after checkout This is frustrating.,trouble app show error checkout frustrating,negative,bug
"Honestly, pages are loading slowly Please look into it.",honestly page loading slowly please look,neutral,performance
"Unfortunately, my payment is stuck This happens repeatedly.",unfortunately payment stuck happens repeatedly,negative,payment
"Unfortunately, it would be useful to have a wishlist This happens repeatedly.",unfortunately would useful wishlist happens repeatedly,neutral,feature_request
I noticed that the OTP is not arriving during login,noticed otp arriving login,negative,login
It would be useful to have a wishlist This is frustrating.,would useful wishlist frustrating,neutral,feature_request
I am having trouble because i cannot verify my account This happens repeatedly.,trouble verify account happens repeatedly,negative,login
"Today, customer service was very helpful I need assistance.",today customer service helpful need assistance,negative,support
I noticed that the buttons are difficult to find Please help.,noticed button difficult find please help,positive,ui
"Honestly, the app logs me out whenever I try to sign in This is frustrating.",honestly app log whenever try sign frustrating,negative,login
I am having trouble because the application crashes when I open my profile I need assistance.,trouble application crash open profile need assistance,negative,bug
I noticed that i have not received a response from support I need assistance.,noticed received response support need assistance,positive,support
I noticed that the application freezes frequently Can you fix this?,noticed application freeze frequently fix,neutral,performance
"Unfortunately, money was deducted but the payment failed Please look into it.",unfortunately money deducted payment failed please look,negative,payment
I noticed that i am unable to pay for my order This happens repeatedly.,noticed unable pay order happens repeatedly,negative,payment
"Recently, the application interface is easy to use Can you fix this?",recently application interface easy use fix,positive,ui
"Unfortunately, the payment page shows an error This happens repeatedly.",unfortunately payment page show error happens repeatedly,negative,payment
"Recently, the page becomes blank after clicking the button I need assistance.",recently page becomes blank clicking button need assistance,negative,bug
"For some reason, the application is lagging badly I need assistance.",reason application lagging badly need assistance,negative,performance
"Recently, the order status is displaying incorrectly This is frustrating.",recently order status displaying incorrectly frustrating,negative,bug
"Unfortunately, the OTP is not arriving during login",unfortunately otp arriving login,negative,login
"Recently, the customer care representative was helpful Please help.",recently customer care representative helpful please help,negative,support
"Recently, something is broken in the application",recently something broken application,negative,bug
I noticed that please add notifications for price changes This is frustrating.,noticed please add notification price change frustrating,positive,feature_request
"For some reason, the app becomes slow during checkout Please help.",reason app becomes slow checkout please help,negative,performance
"Unfortunately, the support team solved my issue quickly This is frustrating.",unfortunately support team solved issue quickly frustrating,negative,support
"Recently, please add a filter for previous orders",recently please add filter previous order,positive,feature_request
"Recently, the support staff were polite and professional Please help.",recently support staff polite professional please help,positive,support
"For some reason, i forgot my password and cannot sign in Please look into it.",reason forgot password sign please look,negative,login
The application is very slow Can you fix this?,application slow fix,negative,performance
"Recently, i would like to schedule deliveries",recently would like schedule delivery,neutral,feature_request
"Unfortunately, i cannot complete the payment Please look into it.",unfortunately complete payment please look,negative,payment
"Unfortunately, i cannot login to my account Please help.",unfortunately login account please help,negative,login
"Recently, the support team did not resolve my problem This happens repeatedly.",recently support team resolve problem happens repeatedly,neutral,support
"For some reason, something is broken in the application Please help.",reason something broken application please help,negative,bug
I am having trouble because i am unable to pay for my order This is frustrating.,trouble unable pay order frustrating,neutral,payment
I noticed that the order status is displaying incorrectly Please look into it.,noticed order status displaying incorrectly please look,negative,bug
My payment is stuck This is frustrating.,payment stuck frustrating,negative,payment
It takes forever to open the dashboard Can you fix this?,take forever open dashboard fix,negative,performance
"Unfortunately, the menu layout is confusing I need assistance.",unfortunately menu layout confusing need assistance,negative,ui
"Today, please add a filter for previous orders This happens repeatedly.",today please add filter previous order happens repeatedly,positive,feature_request
"Today, the payment page shows an error This is frustrating.",today payment page show error frustrating,negative,payment
"For some reason, the support experience was disappointing",reason support experience disappointing,positive,support
"For some reason, the password reset link is not working This happens repeatedly.",reason password reset link working happens repeatedly,negative,login
"Recently, can you add fingerprint login Can you fix this?",recently add fingerprint login fix,neutral,feature_request
I noticed that the card payment keeps failing This is frustrating.,noticed card payment keep failing frustrating,negative,payment
I noticed that the support team did not resolve my problem,noticed support team resolve problem,neutral,support
"Unfortunately, the navigation is difficult to understand Please look into it.",unfortunately navigation difficult understand please look,negative,ui
I noticed that the password reset link is not working Can you fix this?,noticed password reset link working fix,negative,login
Please add dark mode to the application I need assistance.,please add dark mode application need assistance,neutral,feature_request
"For some reason, please add more payment methods This is frustrating.",reason please add payment method frustrating,positive,feature_request
I am having trouble because the notification is showing the wrong information This is frustrating.,trouble notification showing wrong information frustrating,negative,bug
I noticed that the app crashes whenever I upload a file I need assistance.,noticed app crash whenever upload file need assistance,neutral,bug
"Recently, i forgot my password and cannot sign in Please look into it.",recently forgot password sign please look,negative,login
"Unfortunately, pages are loading slowly Please help.",unfortunately page loading slowly please help,negative,performance
I noticed that the card payment keeps failing This is frustrating.,noticed card payment keep failing frustrating,negative,payment
"Unfortunately, please add notifications for price changes I need assistance.",unfortunately please add notification price change need assistance,neutral,feature_request
"Today, the support experience was disappointing Please help.",today support experience disappointing please help,negative,support
I noticed that the new interface looks clean This is frustrating.,noticed new interface look clean frustrating,neutral,ui
I am having trouble because please provide an option to change the language Please help.,trouble please provide option change language please help,positive,feature_request
The OTP is not arriving during login This is frustrating.,otp arriving login frustrating,negative,login
I am having trouble because the transaction was declined Please help.,trouble transaction declined please help,neutral,payment
Every screen takes a long time to open Please look into it.,every screen take long time open please look,negative,performance
"Today, can you add fingerprint login Please help.",today add fingerprint login please help,neutral,feature_request
"Honestly, my account login keeps failing This is frustrating.",honestly account login keep failing frustrating,negative,login
"Honestly, every screen takes a long time to open I need assistance.",honestly every screen take long time open need assistance,negative,performance
Something is broken in the application Please look into it.,something broken application please look,negative,bug
I noticed that i am unable to pay for my order This happens repeatedly.,noticed unable pay order happens repeatedly,negative,payment
I noticed that the application is very slow Can you fix this?,noticed application slow fix,negative,performance
I am having trouble because the application interface is easy to use This happens repeatedly.,trouble application interface easy use happens repeatedly,negative,ui
I would like to schedule deliveries This is frustrating.,would like schedule delivery frustrating,neutral,feature_request
I noticed that i have not received a response from support Please look into it.,noticed received response support please look,neutral,support
"Recently, i would like an option to download invoices This is frustrating.",recently would like option download invoice frustrating,neutral,feature_request
The page becomes blank after clicking the button This happens repeatedly.,page becomes blank clicking button happens repeatedly,negative,bug
I am having trouble because please add a filter for previous orders I need assistance.,trouble please add filter previous order need assistance,neutral,feature_request
I noticed that i would like to schedule deliveries,noticed would like schedule delivery,positive,feature_request
"For some reason, the login page is not working This happens repeatedly.",reason login page working happens repeatedly,negative,login
"Recently, it would be great to have a dark theme Please help.",recently would great dark theme please help,neutral,feature_request
I would like to schedule deliveries Can you fix this?,would like schedule delivery fix,neutral,feature_request
"Today, the application closes unexpectedly Please look into it.",today application close unexpectedly please look,neutral,bug
"For some reason, the support experience was disappointing This happens repeatedly.",reason support experience disappointing happens repeatedly,positive,support
"Honestly, it would be useful to have a wishlist Can you fix this?",honestly would useful wishlist fix,neutral,feature_request
"Today, please add notifications for price changes This is frustrating.",today please add notification price change frustrating,positive,feature_request
I am having trouble because money was deducted but the payment failed This happens repeatedly.,trouble money deducted payment failed happens repeatedly,negative,payment
"Honestly, i cannot verify my account Can you fix this?",honestly verify account fix,negative,login
"Recently, i was charged but the order was not placed Please help.",recently charged order placed please help,neutral,payment
"Unfortunately, please provide an option to change the language This is frustrating.",unfortunately please provide option change language frustrating,neutral,feature_request
"Honestly, the app shows an error after checkout Please look into it.",honestly app show error checkout please look,neutral,bug
I would like an option to download invoices Can you fix this?,would like option download invoice fix,neutral,feature_request
"Recently, it would be useful to have a wishlist Please help.",recently would useful wishlist please help,neutral,feature_request
"Recently, the application interface is easy to use Please look into it.",recently application interface easy use please look,neutral,ui
"Recently, the app crashes whenever I upload a file This happens repeatedly.",recently app crash whenever upload file happens repeatedly,negative,bug
I noticed that customer service was very helpful This happens repeatedly.,noticed customer service helpful happens repeatedly,negative,support
"Recently, the login page is not working Can you fix this?",recently login page working fix,negative,login
I noticed that my payment failed while placing the order Can you fix this?,noticed payment failed placing order fix,negative,payment
"Recently, the support staff were polite and professional This happens repeatedly.",recently support staff polite professional happens repeatedly,positive,support
The buttons are difficult to find Can you fix this?,button difficult find fix,positive,ui
"Unfortunately, i would like an option to download invoices Please help.",unfortunately would like option download invoice please help,neutral,feature_request
"Unfortunately, the text on the screen is too small This happens repeatedly.",unfortunately text screen small happens repeatedly,negative,ui
"Today, the support team did not resolve my problem",today support team resolve problem,negative,support
"Today, the order status is displaying incorrectly Can you fix this?",today order status displaying incorrectly fix,negative,bug
I am having trouble because the app takes too long to load,trouble app take long load,negative,performance
I am having trouble because the application crashes when I open my profile This happens repeatedly.,trouble application crash open profile happens repeatedly,negative,bug
"Recently, the support experience was disappointing Please help.",recently support experience disappointing please help,positive,support
I noticed that my payment is stuck This is frustrating.,noticed payment stuck frustrating,negative,payment
"Today, my account login keeps failing",today account login keep failing,negative,login
"Unfortunately, please add notifications for price changes Can you fix this?",unfortunately please add notification price change fix,neutral,feature_request
The navigation is difficult to understand Can you fix this?,navigation difficult understand fix,neutral,ui
I noticed that i am unable to pay for my order I need assistance.,noticed unable pay order need assistance,negative,payment
"Today, the application interface is easy to use Please help.",today application interface easy use please help,positive,ui
"Recently, my payment failed while placing the order I need assistance.",recently payment failed placing order need assistance,negative,payment
I am having trouble because support took too long to respond I need assistance.,trouble support took long respond need assistance,negative,support
"Recently, login takes me back to the sign in page I need assistance.",recently login take back sign page need assistance,negative,login
I noticed that the interface needs improvement This happens repeatedly.,noticed interface need improvement happens repeatedly,negative,ui
"Unfortunately, the customer care representative was helpful",unfortunately customer care representative helpful,negative,support
I am having trouble because the website response time is very poor This is frustrating.,trouble website response time poor frustrating,negative,performance
"Unfortunately, it takes forever to open the dashboard I need assistance.",unfortunately take forever open dashboard need assistance,negative,performance
I am having trouble because the login page is not working I need assistance.,trouble login page working need assistance,negative,login
"Unfortunately, support took too long to respond Please look into it.",unfortunately support took long respond please look,neutral,support
"Unfortunately, the application is very slow I need assistance.",unfortunately application slow need assistance,negative,performance
